,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
ppg_green_std,0.3142010275124867,-0.05507649007048568,-0.10957935843205432,-0.029621223321854025,0.008328020995360074,-0.01806935679031167,-0.02680056792257934,0.059379681696352445,-0.10897350628549994,-0.0019280662197057028,0.08627700203163728,0.2342109255432407,-0.03319572801413145,-0.11058090063683898,0.03743877005349878,-0.04933566906110332,-0.06448118923916886,0.38879225725707006,0.7913044993177417,0.0847794521403816,0.026615317395647445
ppg_green_iqr,0.22848166018873534,-0.27004853324657196,-0.2661450598028593,-0.002819588464284521,0.032634829382874896,0.05727046872206966,-0.0002128742564939936,-0.17362366014901431,-0.33078224180679877,-0.0343069971157185,-0.10750612336725353,-0.19201072705824826,-0.12465584083774618,-0.4400730918700158,0.5262936415948078,-0.2754449445064518,0.11276006885162985,-0.0952992950882375,-0.16290276890199645,0.007606948327222336,-0.00829366705237051
ppg_green_mad,0.22868299450619856,-0.26189642703393895,-0.21767230174699975,0.01982627098302791,-0.03400858438547687,0.06293479293891979,0.007499138716883858,-0.2469515109361119,-0.35225541240705205,-0.14973255383765027,-0.03555067192451822,-0.43254840622061785,0.15193062866179155,0.5685012549464155,-0.25790222342793306,0.024519453706302412,-0.11861211843084334,0.03279421301304272,0.0398586795946094,-0.011102631230459278,0.008249935746267938
ppg_green_skew,0.16716549451262835,0.2178579251827231,0.1783734128271838,-0.18669052547748755,0.08580385363401212,-0.26828041036267863,-0.17223069958446327,-0.7566644402142376,0.13718356978111773,-0.14329460133032657,-0.25536665605307424,0.16584043771326618,-0.13628404005549086,0.01552910540979004,0.051368076020852436,0.1324688678319115,-0.05775357317968691,0.030970974980205727,-0.012819654685870114,0.028722855132943488,-0.005382992287232239
ppg_green_kurtosis,0.1740367091840544,0.31024873812706394,0.2048701761726367,0.09116522035824191,0.08731504692317736,0.0754590011658944,0.07453717958089642,0.3947657108895209,-0.30269849133154597,-0.40279133183146326,-0.5772064660405022,0.05734847353715955,-0.07091821181637953,0.10091356776186984,0.12570920696200202,0.14454970460281893,-0.008821399789068944,-0.07605592862679857,0.01086778630044602,0.0072429721994902736,0.013917000379276689
ppg_green_diff_mean,-0.018059884356184355,0.01088025619719519,0.16183347895635247,-0.3929538654348747,-0.507506011193488,0.5950423318960509,-0.44109209431854496,-0.023289902314578677,-0.08085256018958012,-0.03126502055377066,-0.001480720920479562,0.04849643139086522,-0.025240110512577213,-0.02934349291493912,-0.0024602227682924025,0.026199075975494118,-0.0027123421616598586,-0.011489406090219298,-0.0022816254909640587,0.0018942623829864837,0.0016799532640298155
ppg_green_diff_mean_abs,0.29215824032390275,-0.01082891575163905,0.09614142183944145,0.16330254903027425,-0.22959533118491496,-0.06136101393079137,0.006461428608652235,0.022821740608047005,0.2763555436534546,-0.24827099241589295,0.2213403201771272,-0.1985790846670941,0.010452143305881593,0.0753508499553857,0.14650272520259577,0.26857494146120536,0.7009348162596885,0.03400783573111005,0.030566149372720116,0.04801149632117275,-0.007034123567425691
ppg_green_p10,-0.1687175827296355,0.35634714156793995,-0.3343528906436319,0.07698349033339089,-0.19156652872880767,-0.011632365645623047,0.011119294162376977,-0.029518033522128437,0.0204354365364892,0.04437659135381274,-0.07561031041152959,-0.2138335415171371,-0.028244649879478702,-0.0658764479753759,-0.0070505543611221475,0.05086719072476258,-0.053791670813093356,0.11023664957509242,-0.02565322381858191,0.7657158545760149,0.15930165957951642
ppg_green_p95,-0.012568605701837703,0.3072132798821056,-0.5389872730326113,0.1032349241769534,-0.27504716970609533,-0.01446174950236393,0.00845149594479259,-0.03728351395262657,0.06695667682486282,0.10434218076597039,-0.08221271587245174,0.17359775403219654,0.029064127244395464,0.1711849803646778,0.15585563890487894,0.050468381301841544,0.004232637757945055,-0.23613643213197416,0.11201852317049292,-0.2679981509251886,-0.5268525218324988
ppg_green_p99,0.14925866130447937,0.4095219370919616,-0.27146835468645436,0.012364771105993676,-0.14531065373017948,-0.0861872368097811,-0.05568757539932562,0.01718168632918518,-0.04518084882738576,-0.010260641363241037,0.0280734526730981,-0.09257147833051506,-0.03312037584071828,-0.17221365590888885,-0.2549519887102453,-0.1404896260650516,0.06390499769533028,0.17218998631151985,-0.12167372678693163,-0.4816902760987653,0.5446706695531675
