feature,nan_ratio,variance
ppg_green_mean,0.0,2054027558.5313406
ppg_green_std,0.0,204210483.78160152
ppg_green_p95_p5,0.0,1828959528.1809773
ppg_green_p99_p1,0.0,2738428102.982839
ppg_green_trim_mean_10,0.0,2061967620.6349893
ppg_green_mean_abs,0.0,2054027558.5313406
ppg_green_rms,0.0,2101481241.8341868
ppg_green_crest_factor,0.0,0.03164519094106803
ppg_green_shape_factor,0.0,9.180778266004285e-05
ppg_green_impulse_factor,0.0,0.03624151289755189
ppg_green_clearance_factor,0.0,0.038728431839589815
ppg_green_mean_cross_rate,0.0,0.0003487489333601093
ppg_green_tke_mean,0.0,562335178941951.44
ppg_green_tke_std,0.0,7.722898088102486e+16
ppg_green_tke_mean_abs,0.0,562335178941951.44
ppg_green_tke_p95_abs,0.0,8991612.52351801
ppg_green_dx_mean,0.0,11904.152813066017
ppg_green_dx_std,0.0,3972078.372111523
ppg_green_ddx_mean,0.0,67.03505033443348
ppg_green_ddx_std,0.0,5884996.3816211
ppg_green_dx_kurtosis,0.0,593.0160071015925
ppg_green_p90_p10,0.0,1336555134.707901
ppg_green_p99,0.0,4068453185.432479
ppg_green_p95,0.0,3477161938.851086
ppg_green_diff_mean,0.0,11904.152813066017
ppg_green_min,0.0,1349709798.98632
ppg_green_max,0.0,4231750857.710987
ppg_green_range,0.0,3033075336.1457376
ppg_green_median,0.0,2157053535.9190807
ppg_green_iqr,0.0,560277520.8540223
ppg_green_mad,0.0,87413945.56648949
ppg_green_skew,0.0,0.48451622983670617
ppg_green_kurtosis,0.0,5.482621590890699
ppg_green_diff_std,0.0,3972078.372111523
ppg_green_p90,0.0,3186655474.0274596
ppg_green_diff_mean_abs,0.0,812201.1705431045
ppg_green_diff_rms,0.0,3977099.698040016
ppg_green_signal_rms,0.0,2101481241.8341868
ppg_green_signal_energy,0.0,2.935831103680745e+25
ppg_green_zcr,0.0,0.0
ppg_green_p1,0.0,1368424933.3554783
ppg_green_p5,0.0,1447459555.192633
ppg_green_p10,0.0,1537299193.9089062
ppg_green_ddx_kurtosis,0.0,492.8391679946703
