,ppg_green_mean,ppg_green_std,ppg_green_min,ppg_green_max,ppg_green_range,ppg_green_median,ppg_green_iqr,ppg_green_mad,ppg_green_skew,ppg_green_kurtosis,ppg_green_diff_mean,ppg_green_diff_std,ppg_green_diff_mean_abs,ppg_green_diff_rms,ppg_green_signal_rms,ppg_green_signal_energy,ppg_green_p1,ppg_green_p5,ppg_green_p10,ppg_green_p90,ppg_green_p95,ppg_green_p99,ppg_green_p90_p10,ppg_green_p95_p5,ppg_green_p99_p1,ppg_green_trim_mean_10,ppg_green_mean_abs,ppg_green_rms,ppg_green_crest_factor,ppg_green_shape_factor,ppg_green_impulse_factor,ppg_green_clearance_factor,ppg_green_mean_cross_rate,ppg_green_tke_mean,ppg_green_tke_std,ppg_green_tke_mean_abs,ppg_green_tke_p95_abs,ppg_green_dx_mean,ppg_green_dx_std,ppg_green_ddx_mean,ppg_green_ddx_std,ppg_green_dx_kurtosis,ppg_green_ddx_kurtosis
ppg_green_mean,0.0,0.4990898457663413,0.8163372467299153,0.8910047604840515,0.5078796214430441,0.9914200398960168,0.45997839370655863,0.4544065140220821,0.22101092723173874,0.20134606455680107,0.007397691184637457,0.43515956637451786,0.5190676465384402,0.4359570534669871,0.9994519885281291,0.9913770636727591,0.834823130648211,0.8820375208444263,0.9139174212073408,0.9526729149936051,0.9358947343399648,0.8992317102174051,0.49086743519714543,0.5057666700042727,0.5059242506533447,0.9998865980466032,1.0,0.9994519885281291,0.2578527527555783,0.1919523576611196,0.2529925403415212,0.25084077041375086,0.4512876930340848,0.16946899053356307,0.09406031595111677,0.16946899053356307,0.5303137487703218,0.007397691184637457,0.43515956637451786,0.03953811487130211,0.34919271057153,0.2762816448198007,0.3802959100391415
ppg_green_std,0.4990898457663413,0.0,0.0419688143236175,0.7896050397613843,0.960667353747,0.47956773275618053,0.9522432517451989,0.8892249573666592,0.09911218344450223,0.14800674668180136,0.03742882184584531,0.7394004359396718,0.8075276964736523,0.7408580121801108,0.5259867221576034,0.48514171133742234,0.015152256262902595,0.06004672371389956,0.12315898997458895,0.7278248260770961,0.7559942540880017,0.7850644428622344,0.9917464269454382,0.988968453563604,0.9676172193483414,0.494882898289356,0.49908984576634136,0.5259867221576034,0.8313760391636597,0.8702996931771272,0.8401622641044171,0.8448808745289889,0.2151193785903782,0.38164005003464224,0.26830824184860014,0.38164005003464224,0.8197177806190836,0.03742882184584531,0.7394004359396718,0.06440397621117419,0.6191564781739,0.42163660775812745,0.5445682009100492
ppg_green_min,0.8163372467299153,0.0419688143236175,0.0,0.5331566778739351,0.03732361726250095,0.8017468278881991,0.03381346149387175,0.038731326401026236,0.17235039994914733,0.09628607969790438,0.010332183423923044,0.00934961162923978,0.04313057087848816,0.009481201918164166,0.8007204604924189,0.8132043754725632,0.9984867261318743,0.9823232844477071,0.9623103007634368,0.6375652067914721,0.604055301752736,0.5456265049928154,0.047588897782305295,0.040998694302929,0.04077536265187031,0.816734205625112,0.816337246729915,0.8007204604924189,0.18496997029840492,0.27618272568056773,0.19424939116469017,0.1991254573337529,0.3470356208420953,0.047839106342008775,0.05261809480279741,0.047839106342008775,0.04414680271441386,0.010332183423923044,0.00934961162923978,0.010924749592953678,0.0026084265321617032,0.07866800031142189,0.10084547961359433
ppg_green_max,0.8910047604840515,0.7896050397613843,0.5331566778739351,0.0,0.8255277089657871,0.8645153524648514,0.7083362637298445,0.6957955744919496,0.025682880930718088,0.3000408569667675,0.015350840961462109,0.7345637944108,0.7665342147686465,0.7356284357795245,0.9028793090248154,0.8746982171384552,0.5594725337718341,0.6276270218246205,0.6749321013868509,0.9665742786918016,0.9778990694364907,0.9989117017132635,0.7686374109663371,0.7900103791444569,0.8220692087403245,0.8867132399217026,0.8910047604840516,0.9028793090248154,0.6580460856882012,0.5314889687445601,0.6543211605838066,0.6523656665349978,0.43093033996086294,0.43613442691697923,0.33651027780224796,0.43613442691697923,0.7624901392014709,0.015350840961462109,0.7345637944108,0.05479416545936864,0.6411520449529077,0.45864892279293135,0.5417878720845656
ppg_green_range,0.5078796214430441,0.960667353747,0.03732361726250095,0.8255277089657871,0.0,0.4863236841918298,0.859233497513925,0.8477012201116911,0.1453079555183765,0.2901735679912279,0.02502460867355161,0.861419832676658,0.8766482215047244,0.8625895912199347,0.5323233390815568,0.490708432862004,0.005230209228336679,0.08605527238309714,0.15528167224838738,0.7163967499704091,0.7521272615867294,0.8159238404748189,0.9396497264320082,0.9604989864442728,0.9982174604149967,0.5025457318618352,0.5078796214430441,0.5323233390815568,0.9006650641043127,0.8120238160866303,0.9024553589277029,0.9033982872303803,0.27750818189943194,0.547068625179865,0.4325819053862438,0.547068625179865,0.8711935053508184,0.02502460867355161,0.861419832676658,0.0574344309493713,0.7590601230073721,0.489271948896271,0.5726803709792034
ppg_green_median,0.9914200398960168,0.47956773275618053,0.8017468278881991,0.8645153524648514,0.4863236841918298,0.0,0.4449371820906412,0.44685374697795116,0.27663630708829073,0.1886902140335483,0.007527084824392201,0.413183674711391,0.5025760842929331,0.4139495227994606,0.9901504576203467,0.9846442513368246,0.8198837945874476,0.867580930902919,0.9003908040734965,0.9313208217355293,0.9124675076212789,0.8729385734472619,0.47240467854074486,0.48632530211865704,0.48443650915656045,0.9918538273635867,0.9914200398960167,0.9901504576203467,0.21503549765757576,0.16543674549449533,0.21050309048679577,0.20873707262304994,0.4428326899751504,0.15212704211285338,0.07767929899574652,0.15212704211285338,0.5140226009248603,0.007527084824392201,0.413183674711391,0.03967057404238524,0.3267943171926338,0.2499760341273698,0.35894464620444666
ppg_green_iqr,0.45997839370655863,0.9522432517451989,0.03381346149387175,0.7083362637298445,0.859233497513925,0.4449371820906412,0.0,0.9035991222491974,0.0453949019244476,0.0028830179481876017,0.04261613287776373,0.6212357175293681,0.7198949763125762,0.6226072581552241,0.48682792905132205,0.45076096180740477,0.011862911657885458,0.04739503369910716,0.09693297334120175,0.6811043219583934,0.6984897555077981,0.7053050853962783,0.9477321689373206,0.9209346921703871,0.8680742059023254,0.4568299270594056,0.4599783937065585,0.48682792905132205,0.7112851432959773,0.8497735465711077,0.7253342876245875,0.7329364445833533,0.15833342460853278,0.2762315666369391,0.16855201152327826,0.2762315666369391,0.7370351767418823,0.04261613287776373,0.6212357175293681,0.05922667520985346,0.5019117233046143,0.30688224243265205,0.44657749651793616
ppg_green_mad,0.4544065140220821,0.8892249573666592,0.038731326401026236,0.6957955744919496,0.8477012201116911,0.44685374697795116,0.9035991222491974,0.0,0.02776824670312991,0.018092312360457392,0.013430334806674995,0.6577540240248206,0.784166064196882,0.6587186306731093,0.4779244536472832,0.4384045774666261,0.014737240824692289,0.04981932853787781,0.10420218595772637,0.6551357340986279,0.6772518367930401,0.6914063360774306,0.8998381696613488,0.8894945493679556,0.8531650516653182,0.45114385971613763,0.45440651402208215,0.4779244536472832,0.6989515618731029,0.7691050739420011,0.7081621620199249,0.713619992648262,0.2287767132960929,0.3143346902483245,0.19363625044709312,0.3143346902483245,0.78049236173819,0.013430334806674995,0.6577540240248206,0.06466032700155458,0.5327408560785787,0.2536420343311898,0.38533442265736306
ppg_green_skew,0.22101092723173874,0.09911218344450223,0.17235039994914733,0.025682880930718088,0.1453079555183765,0.27663630708829073,0.0453949019244476,0.02776824670312991,0.0,0.0815176073409274,0.02771836041585637,0.205741034377179,0.07793722593332343,0.20591466492918714,0.21346729382421983,0.2373379314033177,0.17640415535926465,0.2046093831495954,0.23526523527318294,0.11502363472324356,0.07152402337913215,0.017733608065854913,0.07470779980346297,0.0834037902523889,0.1463159160873615,0.23101897166094615,0.2210109272317387,0.21346729382421983,0.43137375470852674,0.17619370618539512,0.4208531360578373,0.4142381514179136,0.005044260938837418,0.28139653462148384,0.2945352754340515,0.28139653462148384,0.048037605621991886,0.02771836041585637,0.205741034377179,0.003223221064756527,0.2408357149963075,0.16437212605390175,0.01658952157874346
ppg_green_kurtosis,0.20134606455680107,0.14800674668180136,0.09628607969790438,0.3000408569667675,0.2901735679912279,0.1886902140335483,0.0028830179481876017,0.018092312360457392,0.0815176073409274,0.0,0.021437941339089363,0.35520143384793385,0.18475997067964856,0.35560151042157195,0.20185187760414042,0.19725608714962461,0.11597350642225379,0.1721072732854725,0.19730108757820408,0.18991763850728435,0.2089538394890161,0.2962083833743198,0.08165115007523766,0.1350027292868391,0.2790629824624853,0.19792575421774306,0.20134606455680112,0.20185187760414042,0.36647385056828197,0.09024104668711395,0.35294030974721036,0.3453003827956879,0.17954357526963702,0.3666459860359849,0.37740705270743385,0.3666459860359849,0.17106759645892303,0.021437941339089363,0.35520143384793385,0.021224604874141705,0.3684744647232514,0.461906946490353,0.4513436587608317
