PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.45278674384259965,0.45278674384259965
PC2,0.1724354979668438,0.6252222418094434
PC3,0.08990588967604003,0.7151281314854835
PC4,0.05473862047307587,0.7698667519585594
PC5,0.04851035122001663,0.818377103178576
PC6,0.04462798362594051,0.8630050868045166
PC7,0.04200324194395874,0.9050083287484754
PC8,0.02696572794181161,0.931974056690287
PC9,0.017624864422483972,0.949598921112771
PC10,0.01581497662593391,0.9654138977387049
PC11,0.011037280784009094,0.976451178522714
PC12,0.009850330375310745,0.9863015088980247
PC13,0.004199967317228007,0.9905014762152528
PC14,0.003991857068167048,0.9944933332834198
PC15,0.0022572369713785333,0.9967505702547984
PC16,0.0013408586566660409,0.9980914289114644
PC17,0.001016512728889247,0.9991079416403537
PC18,0.0005111723915453094,0.999619114031899
PC19,0.00024134102258137926,0.9998604550544803
PC20,9.724373788633912e-05,0.9999576987923666
PC21,4.2301207633425156e-05,1.0
