feature,reason,value
ppg_red_diff_std,|corr|>=0.95,1.0
ppg_red_signal_rms,|corr|>=0.95,1.0
ppg_red_diff_mean,|corr|>=0.95,1.0
ppg_red_tke_mean_abs,|corr|>=0.95,1.0
ppg_red_diff_rms,|corr|>=0.95,0.9999858096288626
ppg_red_std,|corr|>=0.95,0.9998443873241774
ppg_red_range,|corr|>=0.95,0.99905127450361
ppg_red_p99,|corr|>=0.95,0.9980790903156482
ppg_red_min,|corr|>=0.95,0.9980075900211661
ppg_red_rms,|corr|>=0.95,0.9940439287293649
ppg_red_mean_abs,|corr|>=0.95,0.9925283036532992
ppg_red_dx_std,|corr|>=0.95,0.9856625571761589
ppg_red_p99_p1,|corr|>=0.95,0.9854918074410002
ppg_red_mad,|corr|>=0.95,0.9830100228307163
ppg_red_p95_p5,|corr|>=0.95,0.9828514980724803
ppg_red_p95,|corr|>=0.95,0.9752074051346024
ppg_red_p1,|corr|>=0.95,0.9746839296132688
ppg_red_p90_p10,|corr|>=0.95,0.9736227128283608
ppg_red_tke_p95_abs,|corr|>=0.95,0.9693786972512346
ppg_red_p5,|corr|>=0.95,0.9692328844930589
ppg_red_mean,|corr|>=0.95,0.9532218465711192
