feature,pca_energy_score
ppg_red_ddx_kurtosis,0.17419187586195195
ppg_red_p90,0.16742266397772332
ppg_red_mad,0.16731802760322975
ppg_red_p10,0.16626738954273756
ppg_red_tke_mean,0.16547428480494755
ppg_red_tke_std,0.1604136795310727
ppg_red_crest_factor,0.1600511068458624
ppg_red_signal_energy,0.15840502213838203
ppg_red_dx_kurtosis,0.15757911316003204
ppg_red_ddx_std,0.15584818065074404
ppg_red_min,0.1493584300120673
ppg_red_clearance_factor,0.14366569301990378
ppg_red_shape_factor,0.1431441718704631
ppg_red_median,0.13119098294451625
ppg_red_skew,0.1288292329901962
ppg_red_kurtosis,0.12864232753053062
ppg_red_zcr,0.11848848439992972
ppg_red_ddx_mean,0.11742024800977192
ppg_red_mean_cross_rate,0.10578385780811334
ppg_red_trim_mean_10,0.10200612357940071
ppg_red_dx_mean,0.086156717141186
