PC,feature,abs_loading
PC1,ppg_green_diff_mean_abs,0.34127891005349487
PC1,ppg_green_clearance_factor,0.3394496475225069
PC1,ppg_green_p95_p5,0.33814326131644284
PC1,ppg_green_shape_factor,0.3134452632581217
PC1,ppg_green_p90_p10,0.3073827949460774
PC1,ppg_green_tke_p95_abs,0.2974711702895167
PC1,ppg_green_iqr,0.27109405026584327
PC1,ppg_green_mad,0.26077338320009186
PC2,ppg_green_p99,0.4568254323497758
PC2,ppg_green_p90,0.3541199810520433
PC2,ppg_green_iqr,0.3360106225015278
PC2,ppg_green_mad,0.3359189238286644
PC2,ppg_green_kurtosis,0.32536508156695154
PC2,ppg_green_tke_std,0.31260817846196015
PC2,ppg_green_dx_kurtosis,0.28754041789063217
PC2,ppg_green_p90_p10,0.2487327125842936
PC3,ppg_green_p90,0.563289276350269
PC3,ppg_green_mean_cross_rate,0.4581483495030497
PC3,ppg_green_p99,0.39084308984268673
PC3,ppg_green_kurtosis,0.28924014731540915
PC3,ppg_green_iqr,0.2148370607850994
PC3,ppg_green_mad,0.19264429079375914
PC3,ppg_green_skew,0.18523395350543181
PC3,ppg_green_p90_p10,0.1801943836458594
PC4,ppg_green_ddx_kurtosis,0.6204238062850876
PC4,ppg_green_skew,0.44268894216366744
PC4,ppg_green_dx_kurtosis,0.3881641993002552
PC4,ppg_green_kurtosis,0.25082232916570396
PC4,ppg_green_shape_factor,0.23310522550850055
PC4,ppg_green_tke_std,0.22764829982497195
PC4,ppg_green_clearance_factor,0.18463899254295835
PC4,ppg_green_ddx_mean,0.17116399841525023
PC5,ppg_green_ddx_mean,0.7107242105198667
PC5,ppg_green_mean_cross_rate,0.4869526514295548
PC5,ppg_green_tke_p95_abs,0.22842835017791202
PC5,ppg_green_ddx_kurtosis,0.20173875335063268
PC5,ppg_green_p90,0.17801197992191556
PC5,ppg_green_diff_mean_abs,0.17744331542616656
PC5,ppg_green_skew,0.1755761689200426
PC5,ppg_green_dx_kurtosis,0.16953233100596454
PC6,ppg_green_diff_mean,0.8793456094650013
PC6,ppg_green_ddx_mean,0.33331064282766354
PC6,ppg_green_p90,0.17460329416262615
PC6,ppg_green_tke_p95_abs,0.15449772415862661
PC6,ppg_green_skew,0.13959642087652283
PC6,ppg_green_p99,0.1164875938901154
PC6,ppg_green_diff_mean_abs,0.09849598567562015
PC6,ppg_green_mean_cross_rate,0.09162045272998723
PC7,ppg_green_ddx_mean,0.5775069147037821
PC7,ppg_green_mean_cross_rate,0.5394699465605262
PC7,ppg_green_diff_mean,0.4239222824448915
PC7,ppg_green_p90,0.23267094837869276
PC7,ppg_green_skew,0.21164732453262428
PC7,ppg_green_tke_p95_abs,0.15192377977095675
PC7,ppg_green_tke_std,0.12932022460688722
PC7,ppg_green_p99,0.12927273044670556
PC8,ppg_green_skew,0.6796315149167493
PC8,ppg_green_kurtosis,0.4035057175186264
PC8,ppg_green_ddx_kurtosis,0.30190096589479193
PC8,ppg_green_shape_factor,0.2547199166934661
PC8,ppg_green_mean_cross_rate,0.2463931345836742
PC8,ppg_green_dx_kurtosis,0.2246175699876459
PC8,ppg_green_tke_std,0.20494853969571925
PC8,ppg_green_mad,0.12615770039379365
