feature,nan_ratio,variance
ppg_green_mean,0.0,2167973988.7347136
ppg_green_std,0.0,133577083.3810231
ppg_green_p95_p5,0.0,1184085237.7014332
ppg_green_p99_p1,0.0,1653524956.2447584
ppg_green_trim_mean_10,0.0,2172737838.9920206
ppg_green_mean_abs,0.0,2167973988.7347136
ppg_green_rms,0.0,2196024441.132986
ppg_green_crest_factor,0.0,0.017211983576443834
ppg_green_shape_factor,0.0,5.3545899130543446e-05
ppg_green_impulse_factor,0.0,0.01974246556376415
ppg_green_clearance_factor,0.0,0.021099856104499246
ppg_green_mean_cross_rate,0.0,0.0006243797688411736
ppg_green_tke_mean,0.0,882574706316911.6
ppg_green_tke_std,0.0,6.448994415943917e+16
ppg_green_tke_mean_abs,0.0,882574706316911.6
ppg_green_tke_p95_abs,0.0,9789241.445218377
ppg_green_dx_mean,0.0,34570.86858295807
ppg_green_dx_std,0.0,3853946.848470086
ppg_green_ddx_mean,0.0,236.78736919752853
ppg_green_ddx_std,0.0,5491525.390359665
ppg_green_dx_kurtosis,0.0,122.27594896537711
ppg_green_p90_p10,0.0,880961509.250292
ppg_green_p99,0.0,3485346864.5905433
ppg_green_p95,0.0,3187313506.604483
ppg_green_diff_mean,0.0,34570.86858295807
ppg_green_min,0.0,1598475476.691163
ppg_green_max,0.0,3555218772.153222
ppg_green_range,0.0,1765753332.3974926
ppg_green_median,0.0,2227730754.9637055
ppg_green_iqr,0.0,357749309.3086559
ppg_green_mad,0.0,64375793.78057336
ppg_green_skew,0.0,0.3792149916608112
ppg_green_kurtosis,0.0,2.95662974304701
ppg_green_diff_std,0.0,3853946.848470086
ppg_green_p90,0.0,2987036698.3221636
ppg_green_diff_mean_abs,0.0,931091.9521095547
ppg_green_diff_rms,0.0,3871647.45170118
ppg_green_signal_rms,0.0,2196024441.132986
ppg_green_signal_energy,0.0,7.804638526477937e+24
ppg_green_zcr,0.0,0.0
ppg_green_p1,0.0,1611551289.6275067
ppg_green_p5,0.0,1674420550.1470182
ppg_green_p10,0.0,1744996977.1948395
ppg_green_ddx_kurtosis,0.0,130.9487918742048
