feature,nan_ratio,variance
acc_x_dyn__harmonic_mean_of_abs,0.0,115.65594024109652
acc_x_dyn__quantile_0.4,0.0,210.97606620716195
acc_z_dyn__katz_fractal_dimension,0.0,0.16590213267661533
acc_x_dyn__katz_fractal_dimension,0.0,0.16858290561891393
acc_x_dyn__harmonic_mean,0.0,6.94199854554506e-18
acc_z_dyn__lower_complete_moment,0.0,56213779.43069703
acc_y_dyn__quantile_0.3,0.0,1272.1603852973722
acc_x_dyn__approximate_entropy_0.1,0.0,0.010300080944531095
acc_z_dyn__harmonic_mean_of_abs,0.0,128.8057052109543
acc_x_dyn__quantile_0.9,0.0,4239.617618394126
acc_x_dyn__quantile_0.3,0.0,741.5698363194161
acc_x_dyn__variance_of_absolute_differences,0.0,389604.02690741094
acc_x_dyn__cardinality,0.0,1806.2328998863782
acc_y_dyn__katz_fractal_dimension,0.0,0.20802345913150366
acc_y_dyn__tsallis_entropy,0.0,0.0024555647056183722
acc_y_dyn__quantile_0.4,0.0,383.2588638051139
acc_x_dyn__max,0.0,17959.539337117014
acc_y_dyn__variance_of_absolute_differences,0.0,435141.93928995845
acc_z_dyn__sample_entropy,0.0,0.060028496508353554
acc_x_dyn__quantile_0.6,0.0,192.03130023795188
acc_z_dyn__variance_of_absolute_differences,0.0,224346.56095816815
acc_z_dyn__quantile_0.6,0.0,215.54607203302191
acc_y_dyn__avg_amplitude_change,0.0,300.51147709076145
acc_z_dyn__sum_of_absolute_changes,0.0,4533027.868340522
acc_y_dyn__sample_entropy,0.0,0.06604778011284722
acc_y_dyn__harmonic_mean_of_abs,0.0,254.66934077900865
acc_x_dyn__sample_entropy,0.0,0.06440665812449517
acc_z_dyn__quantile_0.4,0.0,276.42311192495555
acc_z_dyn__approximate_entropy_0.1,0.0,0.009560246045211888
acc_x_dyn__approximate_entropy_0.9,0.0,0.01045264958374888
