,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
acc_x_dyn__max,0.2132598396970773,-0.16794715042916644,-0.1821422252357053,-0.1604219200178482,0.0322469429430106,0.12682633275000701,-0.030409755104671653,-0.009998928911832941,0.2023854771211437,0.2550136055581816,0.012859666213941481,0.13853460076159577,0.1331846005430536,-0.06257240737405337,-0.2422228434943023,-0.05998703118138944,-0.32404053569514635,-0.009400734804780765,-0.43142803585557754,-0.13085902967689844,-0.10883652484367091,-0.41443297910716453,-0.23361421984213912,0.1309441416591361,-0.2187075828557137,0.15925288198816082,-0.04948139689246798,-0.0008321631540060771,0.02588733734877447
acc_y_dyn__variance_of_absolute_differences,0.2107638837113172,-0.09936542770908392,0.1774466196024229,0.16639833707639812,0.16873042102528563,0.18498987946782877,-0.010755248994222463,0.32875621255755866,-0.12343806248052021,-0.307199132971098,-0.30112537379395937,0.16422306673999457,-0.22460545316623926,0.20901602338689476,-0.0647813571221221,0.10170739392404525,0.14998190060681443,0.3352603878192913,-0.06602948135140523,-0.06192041740067703,-0.09299863337175836,-0.12669076547602623,-0.014254921627634292,0.01370649157768457,0.02601242938806383,0.31819268299537184,0.012101408875747854,-0.13620419083446414,-0.30151585173242085
acc_x_dyn__katz_fractal_dimension,0.1530870838538203,0.2742858632266886,-0.06442631576432811,0.20572252036988437,0.17778504202936557,0.055931506772643906,0.08322276614678252,-0.23590142577494258,0.15989182661694112,-0.24262291947898537,0.18802146664630748,0.09326985987022829,-0.1307897039274065,0.042533775524162584,-0.05101758154472508,-0.166037842768389,-0.020339194705089818,-0.09931951019571633,0.12881747581904604,0.34895412761204303,0.500246194046308,-0.39047171259144975,-0.011439431014417807,-0.005349157021245599,0.034527491628193845,0.15366960212796044,-0.017626691119324783,0.05329708840779303,0.02249578588431339
acc_x_dyn__quantile_0.3,-0.24225271952739436,0.1136151988713952,0.04713505186456384,0.2151092825739404,-0.18309207622801607,0.05588670842755795,-0.05739372363094059,0.05491020667241504,0.13718621883249596,-0.009365123738243102,-0.036684092220491446,-0.13648200496543905,-0.02029830650740487,-0.0087967926124774,0.03630968016863774,0.22448255165707456,0.12395723565976628,-0.09741709367522883,-0.09543518349484509,-0.07971683958505767,0.03510458864308849,-0.161056735385839,-0.2193584039853343,-0.043830753634419975,0.07823618808179893,-0.06864611023875763,-0.757114831734689,-0.20954264473288622,-0.019547051208364256
acc_z_dyn__lower_complete_moment,0.202097685284227,-0.11076754897274278,-0.17650530950703158,0.11651709963607937,-0.37874948228724087,-0.1408842148648192,0.25887091497290793,-0.01236597315643707,0.05933500835791395,0.05547897180044682,0.09295035301533279,-0.0610441545433131,-0.08035569049337203,-0.01304155760651457,0.1717895644646058,0.03895385410712161,0.21343370963092664,0.427208767003057,-0.20222185328948714,0.4539089334696091,-0.031909696506122597,0.0526828930004164,-0.20183707870075926,-0.030480899443028633,-0.2100644677624096,-0.15920361078934958,0.07400466960456936,-0.13363367418942573,0.04257251594473181
acc_z_dyn__variance_of_absolute_differences,0.20114986855567282,-0.0903042761126169,-0.1597417669694764,0.2817024211886563,-0.20356024344623505,0.043732096929622606,-0.11236894025793237,0.4462256947582726,0.08276080379676505,0.21741301636402155,0.2568179690650507,-0.02398935712198757,-0.11678815121190125,-0.01567157185556667,0.12973182855116666,-0.3372727801316415,0.15065951119752696,-0.06960782975999555,0.2199624603135836,-0.138326357122153,-0.09792055318311262,-0.01192326456596689,0.07893792348234033,0.06575881412641942,0.10554742131713964,0.2818938692446827,-0.08612466198287516,0.20063350854005874,0.269586340853212
acc_y_dyn__avg_amplitude_change,0.24755626729803726,-0.07092882457763443,0.1917501773029122,0.14934413364943253,0.11545641658154335,0.08499477491616614,-0.015323747113583662,0.1163258244423231,-0.132596952444441,-0.1065792952841691,-0.22656372383020557,0.05625201677177482,-0.10514026219995033,0.10297314450060334,-0.09701172577958019,0.05208384521480765,0.019451344741683474,-0.14742057061619818,-0.08787206103955449,-0.08637839422626774,0.12430742578086076,-0.029585028885594982,-0.056052326610162996,0.0036465011780685373,-0.12749199500756148,-0.43951818194467485,0.04641879552370672,-0.08524914182590701,0.6689130690523988
acc_x_dyn__approximate_entropy_0.9,0.143629571579967,0.28144123230228585,-0.09233227876155446,0.2130340326487763,0.023600467093695333,0.156860164881368,0.03659909965971411,-0.2561196384774881,0.227909525881294,-0.24260888012623893,0.24317611798723918,0.07421781622423428,-0.19927681860040955,-0.02260619491987599,-0.060731664061957964,0.006002359512623679,-0.009352747370092632,-0.050516281105079816,-0.22082828707245522,-0.20153326492397283,-0.4508850544615137,0.18137947202069263,0.23126074717383852,-0.36119560800845163,-0.14521514051688644,-0.032381490251391455,-0.0028842277896312706,-0.007502428184281205,0.020049533323940744
acc_x_dyn__quantile_0.9,0.2430916898970589,-0.13153928365604037,-0.09505629831093991,-0.19489469364250558,0.11316002003381924,-0.005085416506332884,-0.008950647259352544,-0.04976791269437573,0.0003346185996956871,0.019336372723227933,-0.031782238336916395,0.008972789358310695,-0.11610567335481002,-0.033971109268211785,-0.08456047491051687,-0.12182985800638862,-0.10756746707168287,0.15555485192264684,-0.11378043029685561,0.19605081070341326,-0.1493611971530434,-0.03270463568838291,0.09815891765187043,-0.11687005746918842,0.7558746500803302,-0.25506430378225325,-0.213995339622392,0.08242453721652564,0.017023402029500152
acc_x_dyn__harmonic_mean_of_abs,0.20930053156801343,-0.10280783304271927,-0.1491366147780645,-0.2996145468590369,0.16128599261202223,-0.10102222492385377,-0.05825590482205879,-0.14377955239255155,-0.1264564484193089,-0.058397342639355865,0.2401469989746184,-0.14159498420020514,-0.14656938765648533,0.09529229295747287,0.32025768101267904,0.25749010023641267,0.49333935583114613,-0.2598708506402961,-0.18273844716942642,-0.23582419529686255,0.037249234711783374,-0.1625828587173695,-0.1542927573682384,0.0393518781601431,0.0916964338504154,0.07151538673588968,0.09897896373046322,0.00798974911613876,-0.01720087295250265
acc_z_dyn__harmonic_mean_of_abs,0.21802361912455503,-0.07236272882636315,-0.06614917036148715,0.17662934486793785,-0.24983462430378955,-0.0782728558783656,-0.24424882026956535,-0.35215470287612644,-0.18954512736625412,-0.11092740352704905,-0.15573356619121206,0.05271877280654131,0.3262773717152704,0.01950246469439148,0.05446015076049754,0.05539337184600433,0.020150633071786297,0.05465496735946195,0.4351020361333502,-0.0717191558310481,-0.3111787359854449,-0.4021973532130863,-0.03600107476672029,-0.06497403323503308,-0.005439943627419111,-0.08850323890742758,0.02572121340409374,0.017389429122036355,-0.02270677057862506
acc_z_dyn__sum_of_absolute_changes,0.24489368736060485,-0.062271638702957446,-0.15402801023851456,0.2200711097734416,-0.11316767719524475,-0.021357547848262323,-0.03638218679816864,0.19455289663986564,-0.12074948495902753,0.12089705513385085,0.03972086674653423,-0.034586792382633035,-0.09818445462055021,-0.13500583543534453,-0.11570235168924418,-0.11902371331981183,-0.06974469686959929,-0.30750330890076494,-0.005280622384913972,-0.15049066609781578,0.23690725350306235,0.004165918644689091,0.02286818430268658,-0.12643595209375474,-0.02094085227999055,-0.39921812328296,0.12515416020420111,-0.25133106767675123,-0.5392318928950492
