,acc_x_dyn__harmonic_mean_of_abs,acc_x_dyn__quantile_0.4,acc_z_dyn__approximate_entropy_0.1,acc_z_dyn__quantile_0.4,acc_x_dyn__sample_entropy,acc_y_dyn__harmonic_mean_of_abs,acc_y_dyn__sample_entropy,acc_z_dyn__sum_of_absolute_changes,acc_y_dyn__avg_amplitude_change,acc_z_dyn__quantile_0.6,acc_z_dyn__variance_of_absolute_differences,acc_x_dyn__quantile_0.6,acc_z_dyn__sample_entropy,acc_y_dyn__variance_of_absolute_differences,acc_x_dyn__max,acc_y_dyn__quantile_0.4,acc_y_dyn__tsallis_entropy,acc_y_dyn__katz_fractal_dimension,acc_x_dyn__cardinality,acc_x_dyn__variance_of_absolute_differences,acc_x_dyn__quantile_0.3,acc_x_dyn__quantile_0.9,acc_z_dyn__harmonic_mean_of_abs,acc_x_dyn__approximate_entropy_0.1,acc_y_dyn__quantile_0.3,acc_z_dyn__lower_complete_moment,acc_x_dyn__katz_fractal_dimension,acc_z_dyn__katz_fractal_dimension,acc_x_dyn__approximate_entropy_0.9
acc_x_dyn__harmonic_mean_of_abs,0.0,0.8185388474643142,0.1476672181206429,0.5060273129513637,0.17122682228769948,0.4904344271671889,0.10160054612430233,0.5959909544843519,0.587859431434271,0.4781551151120996,0.44603536132382254,0.747902650544703,0.18326702625343885,0.48395542703254035,0.7181301973558842,0.3653693549771105,0.15790550924713487,0.17575944996467147,0.20007060790008552,0.6505544415270545,0.8310383390585466,0.8314620894518713,0.5449410469215784,0.19063408478898983,0.5108283417675336,0.5432863406401102,0.21121512571602133,0.22640915837938327,0.16464800829499018
acc_x_dyn__quantile_0.4,0.8185388474643142,0.0,0.14750779578351453,0.5024034226758707,0.1946625233270052,0.5831576863468511,0.09938020237832874,0.6211372378066619,0.6967370697710213,0.5115133907159135,0.4580551198988149,0.6672566023217233,0.2358400418863672,0.6026782924348061,0.7395707040267486,0.4858359236160621,0.17482051471863444,0.21167071349592084,0.20056853311853176,0.572426959330712,0.9399380042202049,0.8622935935084531,0.5559489023252233,0.1541167920141942,0.6307852908197029,0.5117648043653052,0.2504412683823317,0.26851007780432956,0.1462216740032011
acc_z_dyn__approximate_entropy_0.1,0.1476672181206429,0.14750779578351453,0.0,0.1580080467445471,0.5578445020802824,0.1611115088358856,0.5363313870564947,0.11185896110064217,0.14916198803079894,0.14013273829018064,0.05850493375911218,0.16390057224486515,0.5925496168688633,0.0842336939612743,0.0945771863013157,0.1658617900518229,0.3297837754481249,0.39320970460014815,0.5917041082043842,0.07750275650695515,0.16306923345406896,0.16071557475750364,0.14665497866159197,0.7049947348800913,0.17449976553292307,0.1056575560454937,0.36931948422367666,0.3593444657151832,0.43059149653220735
acc_z_dyn__quantile_0.4,0.5060273129513637,0.5024034226758707,0.1580080467445471,0.0,0.2842435697821543,0.5678863680056172,0.12418701118243015,0.7570222224635337,0.7203456979852012,0.372733494533104,0.6390098949764969,0.5640641673017641,0.1705685161951031,0.5855443963823049,0.5758617471446253,0.4736506174853116,0.1925520022096481,0.2736863094964125,0.21281921958514924,0.45921361463288507,0.5828190185008011,0.619987289215954,0.8501506778402126,0.1660048060678152,0.6205859361469779,0.6044257494317108,0.30349394075757835,0.22239952584072994,0.32838214617508404
acc_x_dyn__sample_entropy,0.17122682228769948,0.1946625233270052,0.5578445020802824,0.2842435697821543,0.0,0.19401336814065034,0.8110686897535924,0.3253604667903786,0.31988769988834354,0.24334805367614257,0.2147152479816176,0.2298569252644292,0.8406295309377936,0.20371586780006928,0.01942949902002011,0.16562744879266045,0.47413025703587125,0.7474172281592839,0.4684946882885577,0.12295062334361313,0.21032367859575726,0.16531105979164357,0.29035943209348314,0.6235183333195701,0.21678199629322303,0.17671449367613518,0.8135470763450906,0.7409233879890882,0.81242601603163
acc_y_dyn__harmonic_mean_of_abs,0.4904344271671889,0.5831576863468511,0.1611115088358856,0.5678863680056172,0.19401336814065034,0.0,0.053497504699624145,0.5589622703212834,0.756164490571598,0.35806517159450596,0.4824719285349068,0.5195572349025327,0.17054250777203497,0.6623389678927395,0.5076638198659091,0.7556480413211155,0.20407157845007853,0.17141037791062574,0.1645802561828533,0.3030969033980197,0.6178416843539944,0.6020309111636367,0.5012992751228575,0.15779918290400252,0.8584779174636702,0.4708833103458293,0.2002371309299347,0.16812278904074057,0.17534558932481273
acc_y_dyn__sample_entropy,0.10160054612430233,0.09938020237832874,0.5363313870564947,0.12418701118243015,0.8110686897535924,0.053497504699624145,0.0,0.16446194715418494,0.14452368361280105,0.12311014413885919,0.06117630825964998,0.12818201008027108,0.8137913913250838,0.023732841246161214,0.05721940953519931,0.043252992280953424,0.5205493466889023,0.8169111305220609,0.45002585676968887,0.04463322101428987,0.10726929188584745,0.061711952507218504,0.12595472305385608,0.5351917635020519,0.0682209514412579,0.048101062100121585,0.6803240501000554,0.6999328243756702,0.6552265063936071
acc_z_dyn__sum_of_absolute_changes,0.5959909544843519,0.6211372378066619,0.11185896110064217,0.7570222224635337,0.3253604667903786,0.5589622703212834,0.16446194715418494,0.0,0.8018313858326146,0.6634553140560645,0.8818116408356288,0.6646394127931408,0.291290003853468,0.6697406791610827,0.7140902267485756,0.4270792765071181,0.16307895156064856,0.37380562876782103,0.24513754794359535,0.6172275229115112,0.7101664023923855,0.7417554745309198,0.76584981537059,0.16045525223616847,0.593752489779626,0.7711709865736237,0.40101955139802414,0.38537792916765845,0.38833119703240515
acc_y_dyn__avg_amplitude_change,0.587859431434271,0.6967370697710213,0.14916198803079894,0.7203456979852012,0.31988769988834354,0.756164490571598,0.14452368361280105,0.8018313858326146,0.0,0.5092227568095302,0.6391427061684518,0.6828179944481686,0.29591871814006704,0.910731448101837,0.6406053446790156,0.6929031479209519,0.17076997568728486,0.38434529194419254,0.2171731023971487,0.5149143543683959,0.7587062241067799,0.7517315832814915,0.6821859037425526,0.13762639530765056,0.8569878689828777,0.5537742776086595,0.39958317196948967,0.3632693119391728,0.34006846937114105
acc_z_dyn__quantile_0.6,0.4781551151120996,0.5115133907159135,0.14013273829018064,0.372733494533104,0.24334805367614257,0.35806517159450596,0.12311014413885919,0.6634553140560645,0.5092227568095302,0.0,0.49916347317607646,0.48510676527690344,0.19021139562831832,0.4018815436463636,0.5200158409805389,0.34908427616082605,0.1825234621386169,0.2246193612551859,0.18644914380523342,0.4241160616364166,0.5704488376752477,0.5689354546389922,0.5813372201617899,0.1636491613995159,0.41425554393910635,0.7850918827796458,0.25889841074013403,0.21264974028540698,0.2532456793267492
acc_z_dyn__variance_of_absolute_differences,0.44603536132382254,0.4580551198988149,0.05850493375911218,0.6390098949764969,0.2147152479816176,0.4824719285349068,0.06117630825964998,0.8818116408356288,0.6391427061684518,0.49916347317607646,0.0,0.5000471548525394,0.15368340020378146,0.6004031130197689,0.6165240200969165,0.375931058238569,0.048635076683200176,0.2314346741651793,0.16215630109491902,0.5897073618170902,0.5406926125012377,0.5913722884995294,0.6443384763531435,0.09426146399328987,0.4956997545479373,0.7379814491460848,0.2569463057399233,0.23732354977851347,0.28328229167091684
acc_x_dyn__quantile_0.6,0.747902650544703,0.6672566023217233,0.16390057224486515,0.5640641673017641,0.2298569252644292,0.5195572349025327,0.12818201008027108,0.6646394127931408,0.6828179944481686,0.48510676527690344,0.5000471548525394,0.0,0.23993877144430062,0.5808814659067073,0.6952466318005013,0.4865173061838764,0.17761137041276867,0.2534964946372741,0.20607640576648178,0.6331659794054728,0.7899064790267597,0.8293776631191994,0.593443005656946,0.1778439020138758,0.6075125375506547,0.5485016372005231,0.2748958431438845,0.24929397797629252,0.22379296421457084
