PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3822459733287804,0.3822459733287804
PC2,0.3226321840034061,0.7048781573321865
PC3,0.10405571078209373,0.8089338681142803
PC4,0.07166259318599728,0.8805964613002776
PC5,0.049988266399793,0.9305847277000706
PC6,0.035350903845005555,0.9659356315450762
PC7,0.020593648780181228,0.9865292803252574
PC8,0.0075634746455015035,0.994092754970759
PC9,0.0048893170782791946,0.9989820720490382
PC10,0.0010178902133514398,0.9999999622623896
PC11,3.773761057030484e-08,1.0000000000000002
