PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3822459733287805,0.3822459733287805
PC2,0.32263218400340604,0.7048781573321865
PC3,0.10405571078209379,0.8089338681142803
PC4,0.07166259318599724,0.8805964613002775
PC5,0.04998826639979293,0.9305847277000704
PC6,0.03535090384500559,0.965935631545076
PC7,0.020593648780181203,0.9865292803252572
PC8,0.007563474645501512,0.9940927549707588
PC9,0.004889317078279196,0.998982072049038
PC10,0.0010178902133514394,0.9999999622623894
PC11,3.7737610570299414e-08,1.0
