feature,pca_energy_score
acc_z_dyn__variance_of_absolute_differences,0.16097967628195506
acc_x_dyn__max,0.15441550421508804
acc_y_dyn__quantile_0.3,0.15372453018499285
acc_y_dyn__avg_amplitude_change,0.15350623647710684
acc_x_dyn__variance_of_absolute_differences,0.15224397499922968
acc_x_dyn__approximate_entropy_0.9,0.15223183271181437
acc_z_dyn__lower_complete_moment,0.15207490172151247
acc_y_dyn__variance_of_absolute_differences,0.1515667567865601
acc_x_dyn__katz_fractal_dimension,0.150550467333174
acc_z_dyn__sum_of_absolute_changes,0.15000555967929574
acc_y_dyn__tsallis_entropy,0.1485678627762198
acc_x_dyn__quantile_0.4,0.14726082730646634
acc_x_dyn__quantile_0.9,0.1472048040006971
acc_x_dyn__approximate_entropy_0.1,0.1458075421636747
acc_y_dyn__katz_fractal_dimension,0.1452076533610097
acc_y_dyn__quantile_0.4,0.14396702102490289
acc_z_dyn__harmonic_mean_of_abs,0.14345615643209944
acc_z_dyn__approximate_entropy_0.1,0.14303302147731087
acc_x_dyn__harmonic_mean_of_abs,0.1426933601180851
acc_x_dyn__quantile_0.3,0.1422261736259293
acc_z_dyn__quantile_0.4,0.139955503421979
acc_z_dyn__quantile_0.6,0.13906331158526564
acc_x_dyn__quantile_0.6,0.13837381948212102
acc_x_dyn__cardinality,0.13628980991900158
acc_y_dyn__harmonic_mean_of_abs,0.13512401422934264
acc_z_dyn__katz_fractal_dimension,0.13373954416918105
acc_z_dyn__sample_entropy,0.13370149486504984
acc_x_dyn__sample_entropy,0.12812894424845367
acc_y_dyn__sample_entropy,0.12803969686129518
