,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
eda_cc_min,0.26935667561544374,-0.48836715071386394,0.20218385908084674,-0.17910632684886268,0.48820760997681056,0.2601302801277051,-0.09965310290027997,0.23583500154363607,0.02100765197561673,0.49394582174976
eda_cc_slope,0.3677495187464372,0.2071485995716806,0.13514938794627723,0.15509022093699862,-0.5623468667717034,0.1772857977054595,-0.37600142282017757,-0.21507945767487985,0.03422513582794636,0.49301070965014704
eda_cc_iqr,0.4088877136001236,-0.3401488745819493,0.19042991950458063,0.08618286234556342,-0.08505358660092598,0.18098971603912697,-0.3846642192970117,-0.0004730177018510281,-0.09149220091911038,-0.6907166877201877
eda_cc_skew,-0.06553676336418826,0.4600917291521584,0.35167905865760474,0.24645331140842713,0.4810501231525135,-0.3292012204906328,-0.50409536164919,0.07472198022899426,0.010488571068364507,-0.0038672683961565742
eda_stress_skin_min,0.43861729375247555,0.26979645296476945,-0.17383150940130307,0.10955468340718076,-0.058144725893373425,-0.10408524660745848,0.2165572508497302,0.6264096180118097,-0.4887172889534541,0.016122425556984076
eda_stress_skin_slope,0.43383026716005707,0.1808480826723691,-0.07197563544251245,-0.17477054096454164,0.3420984143642596,-0.056579795636452976,0.2287189349193337,-0.6815435558984597,-0.3257301379589981,-0.014606343355760878
eda_stress_skin_mad,0.47240471311794835,0.18290059941196898,-0.17755816194424615,-0.09895737035177257,0.08041489361822654,-0.1462285900685317,0.13993371661134338,0.11549706330867036,0.7941372712781276,-0.10313737324079625
eda_cc_kurtosis,-0.12338751208886356,0.4956222099187901,0.02225327396124639,-0.43380767201216763,0.09180854829881634,0.7065093082834022,-0.08279349280131046,0.12033269870048903,0.009033161378970504,-0.14645583407298782
eda_stress_skin_kurtosis,0.03083651887008788,0.08128891759904942,0.6659554977056762,0.4025982390614052,-0.01539748575767931,0.23357090030903935,0.5642337296396641,-0.018212752906528167,0.10295138696124781,-0.05269071846343166
eda_stress_skin_skew,0.028064746271824915,0.0018111577545544691,0.5196132174671714,-0.6878133877744627,-0.2668921428784814,-0.4130891935852085,0.05107044773372479,0.08658647905869234,-0.060226096273420335,-0.022743089256557852
