,eda_cc_mean,eda_cc_std,eda_cc_min,eda_cc_max,eda_cc_range,eda_cc_median,eda_cc_iqr,eda_cc_mad,eda_cc_rms,eda_cc_mean_abs_diff,eda_cc_slope,eda_cc_skew,eda_cc_kurtosis,eda_stress_skin_mean,eda_stress_skin_std,eda_stress_skin_min,eda_stress_skin_max,eda_stress_skin_range,eda_stress_skin_median,eda_stress_skin_iqr,eda_stress_skin_mad,eda_stress_skin_rms,eda_stress_skin_mean_abs_diff,eda_stress_skin_slope,eda_stress_skin_skew,eda_stress_skin_kurtosis
eda_cc_mean,0.0,0.6379846471793423,0.999974992258072,0.9999753359668218,0.6384461505740681,0.9999999941833075,0.6374895661054182,0.637680559736584,0.9999999999857571,0.6384461505740703,0.04996338709500065,0.183635497792998,0.22445616271421098,0.12964806112445312,0.26643750155152873,0.11810125384575666,0.14085571752618362,0.2677861953517448,0.1293434404680131,0.2646554793693088,0.26379605251836524,0.12985781507644958,0.2669176382405866,0.3392866794822367,0.09066350142323693,0.06929384857992531
eda_cc_std,0.6379846471793423,0.0,0.6325248943598178,0.6433756757066856,0.9999696751869107,0.6379797229705102,0.9999736214479241,0.9999060526783947,0.6379885890144902,0.9999696751869113,0.5534399814460398,0.16879612758983653,0.3303301326777975,0.3821003378109579,0.4522824866848905,0.37203146288809313,0.39197199158183055,0.4539551358259656,0.3816081833784165,0.44816317312537857,0.4431418201440402,0.3823751341934516,0.4523877899945526,0.38887385282793907,0.06320902907316012,0.0875374866662264
eda_cc_min,0.999974992258072,0.6325248943598178,0.0,0.9999007153571863,0.632988567013705,0.9999750132381234,0.6320277984357842,0.6322196784467903,0.9999749560711115,0.632988567013707,0.04517829878570165,0.18303872920743228,0.22273421006143887,0.12689350769319813,0.26383604282038936,0.11537183654182157,0.13807583498339224,0.2651773519882392,0.12659157817150915,0.262078771162649,0.261254978413245,0.12710195833351526,0.26432043711192094,0.33770644796591337,0.09058366541342512,0.06896416007078823
eda_cc_max,0.9999753359668218,0.6433756757066856,0.9999007153571863,0.0,0.6438345120771521,0.999975271250489,0.6428830358206449,0.6430717348877352,0.9999753719052223,0.6438345120771543,0.054731642912170864,0.18400948781005103,0.22615147393159202,0.13237681758125555,0.26900310435631875,0.1208059236664066,0.14360871439467246,0.2703587290592966,0.1320694742189624,0.2671929400073865,0.26628896371149713,0.13258785325137065,0.2694830035048306,0.3408577727959783,0.09069871173953417,0.06972141487198293
eda_cc_range,0.6384461505740681,0.9999696751869107,0.632988567013705,0.6438345120771521,0.0,0.6384414558369097,0.9998971209516764,0.9998448654109418,0.6384500900149968,1.0,0.5537014321137155,0.17019300343439317,0.3299465269280984,0.3822655825901836,0.4523210347723037,0.37220536681670036,0.3921281974408673,0.45396387542891176,0.3817753830689671,0.4482932091349695,0.44336200597988057,0.3825406871964755,0.45238333131860425,0.38873916893251614,0.06415313638077691,0.08563303650661397
eda_cc_median,0.9999999941833075,0.6379797229705102,0.9999750132381234,0.999975271250489,0.6384414558369097,0.0,0.637484548491799,0.6376762101123207,0.9999999941262072,0.6384414558369118,0.04995624053333955,0.1837137105462769,0.22445897242152707,0.12964723400110123,0.26643499054593556,0.11810051284746974,0.14085475675978032,0.26778393536223205,0.12934266632847913,0.26465407843666344,0.2637985259596698,0.12985698389241762,0.2669144383242639,0.3392807158470122,0.09067690597237532,0.06926590222184396
eda_cc_iqr,0.6374895661054182,0.9999736214479241,0.6320277984357842,0.6428830358206449,0.9998971209516764,0.637484548491799,0.0,0.9999439559298506,0.6374935092364173,0.9998971209516766,0.5532993993565871,0.16982824744043873,0.33104012034894537,0.3819495775065922,0.45193454455264626,0.3718906967597842,0.3918051906233695,0.4536441398385573,0.3814588708937446,0.4477299664064362,0.44270032497813055,0.38222379268449996,0.4521106056322259,0.38878672261727565,0.06165197119409282,0.08957982607392129
eda_cc_mad,0.637680559736584,0.9999060526783947,0.6322196784467903,0.6430717348877352,0.9998448654109418,0.6376762101123207,0.9999439559298506,0.0,0.637684499348449,0.9998448654109414,0.5525334646991985,0.1792283890051794,0.3324543494811858,0.38171669195391106,0.4513448432133347,0.3716719516572261,0.3915365191982788,0.45308955931605877,0.38123866102924203,0.44720284700361784,0.44253631013616984,0.3819903515890272,0.45154485259669047,0.3880380369177447,0.059728779931150576,0.08711592676228051
eda_cc_rms,0.9999999999857571,0.6379885890144902,0.9999749560711115,0.9999753719052223,0.6384500900149968,0.9999999941262072,0.6374935092364173,0.637684499348449,0.0,0.6384500900149988,0.049967599318518484,0.1836356047848998,0.22445665061278147,0.12965050291997848,0.2664397723931361,0.11810367626321185,0.14085817976592901,0.2677884733569701,0.1293458794926163,0.2646577230695918,0.2637982522377723,0.12986025790053016,0.2669199045279576,0.33928848758712155,0.09066361704865307,0.06929427504243062
eda_cc_mean_abs_diff,0.6384461505740703,0.9999696751869113,0.632988567013707,0.6438345120771543,1.0,0.6384414558369118,0.9998971209516766,0.9998448654109414,0.6384500900149988,0.0,0.553701432113719,0.17019300343439261,0.32994652692809423,0.3822655825901826,0.4523210347723042,0.37220536681669936,0.39212819744086647,0.45396387542891226,0.38177538306896613,0.44829320913496984,0.44336200597988096,0.38254068719647444,0.45238333131860475,0.3887391689325177,0.064153136380777,0.08563303650661554
