feature,nan_ratio,variance
ppg_green_hf_norm,0.4533333333333333,0.0
ppg_green_lf_norm,0.4533333333333333,0.0
ppg_green_lf_hf_ratio,0.4533333333333333,0.0
ppg_green_total_power,0.2966666666666667,289657087.36193126
ppg_green_hf_power,0.2966666666666667,48149023.191407025
ppg_green_lf_power,0.2966666666666667,0.0
ppg_green_sdsd,0.26,3036.744130165933
ppg_green_rmssd,0.25,2272.266870132639
ppg_green_pnn20,0.25,313.48471396203956
ppg_green_pnn50,0.25,758.7699427717139
ppg_green_cv_ibi,0.25,0.0018755930049551147
ppg_green_mean_ibi,0.25,14200.486879460632
ppg_green_sdnn,0.25,998.1631264013766
ppg_green_hr_median,0.25,214.30133516306898
ppg_green_hr_range,0.25,159.4444499642704
ppg_green_hr_max,0.25,413.5087887255224
ppg_green_hr_min,0.25,151.00014412001704
ppg_green_hr_std,0.25,21.1002748333149
ppg_green_hr_mean,0.25,217.67903479024713
ppg_green_peak_quality,0.0,0.11821149641628674
ppg_green_n_peaks,0.0,28.147322222222222
