feature,nan_ratio,variance
ppg_mean,0.0,2333902512.8792877
ppg_std,0.0,100270793.97448531
ppg_p95_p5,0.0,889610704.8202596
ppg_p99_p1,0.0,1018970924.4377581
ppg_trim_mean_10,0.0,2336873433.1536584
ppg_mean_abs,0.0,2333902512.8792877
ppg_rms,0.0,2328279982.129768
ppg_crest_factor,0.0,0.01080717934352302
ppg_shape_factor,0.0,0.00011601055205157315
ppg_impulse_factor,0.0,0.014641521002185277
ppg_clearance_factor,0.0,0.016998952887677266
ppg_mean_cross_rate,0.0,0.0010435000952482255
ppg_tke_mean,0.0,3.449238177860407e+16
ppg_tke_std,0.0,1.0985427267566592e+18
ppg_tke_mean_abs,0.0,3.449238177860407e+16
ppg_tke_p95_abs,0.0,9511518.137678845
ppg_dx_mean,0.0,117818.31767507216
ppg_dx_std,0.0,14689848.164713116
ppg_ddx_mean,0.0,4242.542571827973
ppg_ddx_std,0.0,28746024.34794818
ppg_dx_kurtosis,0.0,33.97239351250811
ppg_p90_p10,0.0,747030718.9833666
ppg_p99,0.0,2524421148.3200493
ppg_p95,0.0,2498411282.751742
ppg_diff_mean,0.0,117818.31767507216
ppg_min,0.0,2740719629.954624
ppg_max,0.0,2545623812.3780794
ppg_range,0.0,1064557553.7111619
ppg_median,0.0,2357075398.3029456
ppg_iqr,0.0,159644164.90219718
ppg_mad,0.0,22226524.800334252
ppg_skew,0.0,0.5064081246241939
ppg_kurtosis,0.0,3.640817927046041
ppg_diff_std,0.0,14689848.164713116
ppg_p90,0.0,2479780860.2912626
ppg_diff_mean_abs,0.0,1105449.1688011836
ppg_diff_rms,0.0,14728898.166272439
ppg_signal_rms,0.0,2328279982.129768
ppg_signal_energy,0.0,1.5850601030343828e+24
ppg_zcr,0.0,0.0
ppg_p1,0.0,2733432580.5677457
ppg_p5,0.0,2697459616.995218
ppg_p10,0.0,2649918485.899325
ppg_ddx_kurtosis,0.0,28.98908094539882
