feature,reason,value
ppg_dx_std,|corr|>=0.95,1.0
ppg_mean,|corr|>=0.95,1.0
ppg_dx_mean,|corr|>=0.95,1.0
ppg_tke_mean,|corr|>=0.95,1.0
ppg_signal_rms,|corr|>=0.95,1.0
ppg_min,|corr|>=0.95,0.9999600493182078
ppg_trim_mean_10,|corr|>=0.95,0.9999448803513283
ppg_diff_rms,|corr|>=0.95,0.9998392803214688
ppg_p1,|corr|>=0.95,0.9995595688528033
ppg_p5,|corr|>=0.95,0.9993687535431937
ppg_mean_abs,|corr|>=0.95,0.9990442794185778
ppg_max,|corr|>=0.95,0.9989587215803488
ppg_impulse_factor,|corr|>=0.95,0.9983913922789435
ppg_range,|corr|>=0.95,0.997458049204462
ppg_tke_mean_abs,|corr|>=0.95,0.9949826657851355
ppg_diff_std,|corr|>=0.95,0.994251462303122
ppg_p95,|corr|>=0.95,0.9937092548774604
ppg_rms,|corr|>=0.95,0.9914776849783246
ppg_p10,|corr|>=0.95,0.9854381252367207
ppg_p99,|corr|>=0.95,0.9853229329020893
ppg_std,|corr|>=0.95,0.9850458571628047
ppg_clearance_factor,|corr|>=0.95,0.9830927798687836
ppg_p99_p1,|corr|>=0.95,0.9812702488986784
ppg_median,|corr|>=0.95,0.9805068816780504
ppg_p95_p5,|corr|>=0.95,0.9800367000996282
ppg_ddx_std,|corr|>=0.95,0.9568291574547703
