feature,pca_energy_score
ppg_mad,0.21562808361248684
ppg_iqr,0.20173996012285164
ppg_tke_std,0.19794614356276474
ppg_dx_kurtosis,0.19177659507924127
ppg_shape_factor,0.1901174728729879
ppg_ddx_kurtosis,0.17402916055712928
ppg_crest_factor,0.17307974153602032
ppg_p90_p10,0.17241588138927755
ppg_diff_mean_abs,0.16837946290894645
ppg_tke_p95_abs,0.1624626224261389
ppg_diff_mean,0.162436907430056
ppg_skew,0.15913673929864253
ppg_mean_cross_rate,0.15667157370001195
ppg_ddx_mean,0.1562346754078393
ppg_signal_energy,0.1402267507375655
ppg_p90,0.13961208949999476
ppg_kurtosis,0.12875040568425303
