,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
eda_cc_min,0.265272869572358,-0.34304838466017573,0.4527671719689923,-0.17400104765682234,0.5034247150701896,0.05265075621203108,0.15224456594833177,0.22549781834964205,-0.10468774726458019,0.4852606409040837
eda_cc_mean_abs_diff,0.4047161832732108,-0.2252619063707389,0.3356891835965648,0.07308444702486655,-0.025939990382751726,0.3991473278110374,0.097335416184128,0.012201971289907942,0.10117188260144062,-0.6982714562248408
eda_cc_slope,0.3684330815679954,0.12253229912882702,-0.15318681428870012,0.1802264609990041,-0.3668294534327508,0.6060948847523032,0.07486681784353687,-0.23274493798929108,-0.09240987265875446,0.4722980355593544
eda_cc_skew,-0.027380816682679394,0.4721658783675052,0.10378771766588013,0.6794665455536575,0.3679853897298352,-0.04362030795397209,0.40475627551084414,0.04233292820105287,-0.006997962935513024,-0.029636601305944324
eda_cc_kurtosis,-0.11542240013923628,0.25731447165615806,-0.4569005447882631,-0.41605530544135616,0.505913721822106,0.48731527266775954,0.07691347708137154,0.13792075680395832,0.05103383130069744,-0.13281441282556194
eda_stress_skin_min,0.4429704753917268,0.20719773570139108,-0.21253131400815642,-0.015572073441992598,-0.15684096152494983,-0.19751363856230925,-0.09190153797283088,0.6440521302173172,-0.46944133055967496,-0.09054987995055518
eda_stress_skin_mean_abs_diff,0.4778622395438271,0.12779129841739498,-0.17011797880242766,-0.029097342296007224,0.0410713645404806,-0.24802759066083835,-0.07597583319930813,0.0932708450380441,0.7967665889101478,0.11409191182660196
eda_stress_skin_slope,0.4364049273665364,0.11022834863417438,-0.12684779679754998,-0.16048918415440983,0.2890518580043943,-0.3114769365654998,-0.037479494066633215,-0.670571679331939,-0.33291814792435953,-0.11436287553964011
eda_stress_skin_skew,0.020500393524203415,-0.45151364599128124,-0.3635628554635069,0.5182888701824605,0.31837421899504464,0.09501157937206686,-0.5313307972518143,0.026056482059470195,-0.03915502151376022,0.00020714834109204105
eda_stress_skin_kurtosis,-0.023988573962503094,0.5021284516757415,0.4657686788465057,-0.04067729188524786,0.09362595865128331,0.15685977060196982,-0.702896645648171,-0.013019728804896517,0.005652325891692203,0.032565283833653966
