,eda_cc_mean,eda_cc_std,eda_cc_min,eda_cc_max,eda_cc_range,eda_cc_median,eda_cc_iqr,eda_cc_mad,eda_cc_rms,eda_cc_mean_abs_diff,eda_cc_slope,eda_cc_skew,eda_cc_kurtosis,eda_stress_skin_mean,eda_stress_skin_std,eda_stress_skin_min,eda_stress_skin_max,eda_stress_skin_range,eda_stress_skin_median,eda_stress_skin_iqr,eda_stress_skin_mad,eda_stress_skin_rms,eda_stress_skin_mean_abs_diff,eda_stress_skin_slope,eda_stress_skin_skew,eda_stress_skin_kurtosis
eda_cc_mean,0.0,0.6376008540080587,0.9999937960297163,0.9999938399402837,0.6375313462343173,0.9999999995288953,0.6377292161752504,0.6377928008623214,0.9999999999991095,0.6375313462343178,0.04926064155832659,0.1349114553303508,0.21916923424510942,0.1280522431227807,0.26374274362825234,0.12235078983580032,0.133684561090415,0.263865724051649,0.1279889298320437,0.26390708315625455,0.2635648769316484,0.12810718417786351,0.2631255353249733,0.33920655159230795,0.039889607820959724,0.01076279268489145
eda_cc_std,0.6376008540080587,0.0,0.6348836213947553,0.6403004122860423,0.9999858364391047,0.637599620113166,0.9999882056613222,0.9999842524307758,0.6376018397021539,0.9999858364391042,0.553110036079626,0.10315727945870506,0.31888969642613674,0.38107200810070296,0.44833348658924,0.37605822111334364,0.385988370994218,0.4483944116540735,0.38100225569478896,0.44821521010602505,0.4474175085879811,0.38114845805847164,0.44725313716697374,0.38781712217323683,0.04790075617299233,0.004412769468580776
eda_cc_min,0.9999937960297163,0.6348836213947553,0.0,0.9999752784853151,0.6348139339015496,0.9999937997291227,0.6350124023443777,0.6350761281004142,0.9999937915233379,0.63481393390155,0.04687792812141241,0.134791405746837,0.2183504856659171,0.12668306343850574,0.2624615108901383,0.12098791350910262,0.13230929984556183,0.2625843558618967,0.1266198905439371,0.2626268970409903,0.2622868796037791,0.12673781567659276,0.2618477756126945,0.33842204028644607,0.03978525508188962,0.010800526789100956
eda_cc_max,0.9999938399402837,0.6403004122860423,0.9999752784853151,0.0,0.6402312579962482,0.9999938321160996,0.6404281428327775,0.6404914644721811,0.9999938444294894,0.6402312579962491,0.05163961437556446,0.1349449444924747,0.21998319568948724,0.12941593753775651,0.26501699484535224,0.1237082613538133,0.1350542083424683,0.2651396800558104,0.1293524969326518,0.26518033232761146,0.26483487427883695,0.1294710676977191,0.2643973380230956,0.33998664400749384,0.03998666741032726,0.0106846134728313
eda_cc_range,0.6375313462343173,0.9999858364391047,0.6348139339015496,0.6402312579962482,0.0,0.6375300823143237,0.9999525139006405,0.9999487343492262,0.637532331847983,1.0000000000000002,0.5531276164031574,0.10280535072133638,0.31861666943357586,0.38106825865256727,0.44813850629724494,0.3760609700167708,0.3859775647505224,0.4481992682188526,0.3809985664315494,0.44801882550534633,0.4472042082951141,0.3811446931051805,0.4470965379067794,0.38768203209077207,0.04749665922176341,0.005851557758045591
eda_cc_median,0.9999999995288953,0.637599620113166,0.9999937997291227,0.9999938321160996,0.6375300823143237,0.0,0.6377280346888236,0.637791659859716,0.9999999995256836,0.6375300823143241,0.04925806869300774,0.13493555013317662,0.21916895572466422,0.1280514238115446,0.2637418279239679,0.12234998264190393,0.1336837426053938,0.263864907534763,0.1279881072900132,0.2639061724441282,0.263564313135988,0.1281063645200822,0.26312431052150115,0.33920591805526706,0.03989068123700318,0.01077235909899375
eda_cc_iqr,0.6377292161752504,0.9999882056613222,0.6350124023443777,0.6404281428327775,0.9999525139006405,0.6377280346888236,0.0,0.999997690190173,0.6377302018193922,0.9999525139006401,0.5532286520265848,0.10443115351672778,0.31911607479432136,0.3811598129249366,0.4484560907439638,0.3761441423195572,0.38607806845138065,0.4485188083803223,0.3810900688819345,0.44834455983425975,0.44757431552471116,0.38123625122670657,0.44733324767504984,0.387882624123591,0.04850581584946486,0.002329150203780093
eda_cc_mad,0.6377928008623214,0.9999842524307758,0.6350761281004142,0.6404914644721811,0.9999487343492262,0.637791659859716,0.999997690190173,0.0,0.6377937863917454,0.9999487343492259,0.5531019221515394,0.10632437169733872,0.3191070110167223,0.38108880452372956,0.44838010204513035,0.3760741047965293,0.386007163185188,0.44844959193662093,0.38101871114432173,0.44826716298070685,0.4475158176333298,0.3811652334155063,0.4472425695054764,0.3878253611494303,0.048498477985155324,0.002037798041189576
eda_cc_rms,0.9999999999991095,0.6376018397021539,0.9999937915233379,0.9999938444294894,0.637532331847983,0.9999999995256836,0.6377302018193922,0.6377937863917454,0.0,0.6375323318479839,0.049261694632722404,0.13491145942493316,0.2191693457548363,0.12805285340734773,0.26374330631866433,0.12235139763200742,0.13368517378385728,0.26386628638318316,0.12798954006036736,0.26390764564140823,0.26356543826741996,0.12810779453833843,0.2631260956816406,0.3392070012370936,0.03988965013437869,0.010762779944074829
eda_cc_mean_abs_diff,0.6375313462343178,0.9999858364391042,0.63481393390155,0.6402312579962491,1.0000000000000002,0.6375300823143241,0.9999525139006401,0.9999487343492259,0.6375323318479839,0.0,0.5531276164031586,0.10280535072133806,0.3186166694335724,0.38106825865256716,0.448138506297244,0.3760609700167708,0.3859775647505222,0.44819926821885153,0.38099856643154933,0.4480188255053454,0.44720420829511304,0.38114469310518045,0.44709653790677845,0.3876820320907725,0.04749665922176474,0.00585155775804462
