,acc_x_dyn__harmonic_mean_of_abs,acc_x_dyn__quantile_0.4,acc_z_dyn__approximate_entropy_0.1,acc_z_dyn__quantile_0.4,acc_x_dyn__sample_entropy,acc_y_dyn__harmonic_mean_of_abs,acc_y_dyn__sample_entropy,acc_z_dyn__sum_of_absolute_changes,acc_y_dyn__avg_amplitude_change,acc_z_dyn__quantile_0.6,acc_z_dyn__variance_of_absolute_differences,acc_x_dyn__quantile_0.6,acc_z_dyn__sample_entropy,acc_y_dyn__variance_of_absolute_differences,acc_x_dyn__max,acc_y_dyn__quantile_0.4,acc_y_dyn__tsallis_entropy,acc_y_dyn__katz_fractal_dimension,acc_x_dyn__cardinality,acc_x_dyn__variance_of_absolute_differences,acc_x_dyn__quantile_0.3,acc_x_dyn__quantile_0.9,acc_z_dyn__harmonic_mean_of_abs,acc_x_dyn__approximate_entropy_0.1,acc_y_dyn__quantile_0.3,acc_z_dyn__lower_complete_moment,acc_x_dyn__katz_fractal_dimension,acc_z_dyn__katz_fractal_dimension,acc_x_dyn__approximate_entropy_0.9
acc_x_dyn__variance_of_absolute_differences,0.6569581476607703,0.5821476192106976,0.15864197358675503,0.5377854708616833,0.14945390020484653,0.32800403563804414,0.10061718367020676,0.6647799377669801,0.5440672904193379,0.44864998539588113,0.6097904074098816,0.7364245226705658,0.17735487030114175,0.5236372116445007,0.7690588641924677,0.29450094488869755,0.107816989817928,0.23247844404900952,0.17226018177124466,0.0,0.6813526435475487,0.7599397021727808,0.6242520728642691,0.09643829051816384,0.383757842803688,0.5694122930657266,0.25966505916411103,0.23928587443307203,0.266438613779438
acc_x_dyn__quantile_0.3,0.8589617271831386,0.9577635349358637,0.34883307786238243,0.6684960686181907,0.35572266352934,0.6664166890283167,0.25490053282781816,0.7376217458444436,0.802316060398988,0.6503312510887095,0.5158191380746596,0.8842791993127445,0.3712046444898777,0.7020104074259339,0.7515029217048127,0.5986583899396372,0.3160949882049465,0.3592970940772523,0.23937314155305822,0.6813526435475487,0.0,0.9388108337191775,0.7190464632487866,0.3338809531662007,0.7374702465283025,0.6053404235622046,0.38424901034950143,0.4267128550736286,0.2802587546402764
acc_x_dyn__quantile_0.9,0.861160973285405,0.8684575094152789,0.27056441705614137,0.6911208494879774,0.24663153770893256,0.6174945149251523,0.15317193357528813,0.7781806088829546,0.7884689159290521,0.6323706151756167,0.59858079054728,0.886650356568995,0.25886936311384656,0.7155357593370334,0.8199104659318224,0.5247941692116935,0.22660080405193456,0.30607814643673675,0.2865344296077268,0.7599397021727808,0.9388108337191775,0.0,0.7381105122403168,0.24841200825002213,0.6715961020618431,0.6691777771327202,0.32645587348885746,0.35703010500034305,0.2788749199100102
acc_z_dyn__harmonic_mean_of_abs,0.6591595592835462,0.6265158267408104,0.34431847797671494,0.8686614107626922,0.3994228969721705,0.5340978981620771,0.28285172272149545,0.8262478155163099,0.737183350960403,0.7016509555230306,0.6407443212480302,0.7334418475809136,0.3294677429977893,0.6156313031936302,0.5874171186424898,0.500165966311649,0.33126166395567513,0.4293495569666354,0.24711000648232542,0.6242520728642691,0.7190464632487866,0.7381105122403168,0.0,0.35802069488506477,0.6001808051036105,0.7099243347586162,0.41832273296038086,0.3504024426556402,0.4145351286351889
acc_x_dyn__approximate_entropy_0.1,0.3268609601131543,0.3046483538258702,0.8921794379618746,0.35934245583018326,0.8814585531273855,0.2869206063139217,0.7926017490704886,0.29492306871401114,0.2885308129504404,0.3163398272281705,0.1623285187334959,0.3381921231287213,0.8056448360734558,0.1505975038570263,0.04665927487772365,0.2514787218925368,0.6674123812638715,0.6690215233518804,0.49100940349863825,0.09643829051816384,0.3338809531662007,0.24841200825002213,0.35802069488506477,0.0,0.28589776189224564,0.1822223932267319,0.628536229815808,0.6408941511791909,0.6593395550790762
acc_y_dyn__quantile_0.3,0.6251478086313951,0.703914825007169,0.28811614341093805,0.6857369279908896,0.297566827886086,0.8708620798789218,0.1747445277373934,0.5826349598943728,0.870956361803268,0.5550779403709339,0.4445008280298492,0.6826286474254147,0.2640863453394186,0.7824771394550951,0.5062756954071636,0.9405400085187037,0.2748840023606639,0.3160223123958256,0.18186405895191762,0.383757842803688,0.7374702465283025,0.6715961020618431,0.6001808051036105,0.28589776189224564,0.0,0.5047548365004737,0.2899482794838192,0.25786818851065746,0.24437614239853075
acc_z_dyn__lower_complete_moment,0.5850146563565441,0.49909013529976803,0.14349206928450484,0.6352700432843408,0.17667580261842689,0.48429546724008427,0.07741399171953386,0.7737454885217925,0.5621165105525475,0.7915050726238956,0.76185226613269,0.5873299063158943,0.08783163004324936,0.5061320963886966,0.6173991778154423,0.4122026154097369,0.17946043746537801,0.20538142910654683,0.21310174214778338,0.5694122930657266,0.6053404235622046,0.6691777771327202,0.7099243347586162,0.1822223932267319,0.5047548365004737,0.0,0.23787287786615685,0.15732112832277473,0.27027293208079056
acc_x_dyn__katz_fractal_dimension,0.33270579017886326,0.3668900499572655,0.6674503842950394,0.40005542503333386,0.8276201650840299,0.25458841586866743,0.7172659377961933,0.4442343482770501,0.43939758640891063,0.37143320442199607,0.270653603738592,0.3709841078976515,0.7740601591309971,0.3541580418856249,0.12208697963640912,0.22688630016916989,0.45050133010740545,0.7939619964958256,0.46951336653429626,0.25966505916411103,0.38424901034950143,0.32645587348885746,0.41832273296038086,0.628536229815808,0.2899482794838192,0.23787287786615685,0.0,0.8121113351245816,0.9084386899992141
acc_z_dyn__katz_fractal_dimension,0.4028583890776719,0.4287935991637026,0.6713032879366818,0.34980008276154173,0.7872781403852701,0.29779243432213826,0.7500831988817505,0.44202280053933396,0.41650581026504385,0.32011788091771287,0.2494552355858347,0.4117842229596925,0.8565612005465442,0.3151555443610333,0.15612234796668403,0.15541040093065472,0.42489249779180016,0.791258960566031,0.46388355941456644,0.23928587443307203,0.4267128550736286,0.35703010500034305,0.3504024426556402,0.6408941511791909,0.25786818851065746,0.15732112832277473,0.8121113351245816,0.0,0.7533200562967167
acc_x_dyn__approximate_entropy_0.9,0.27154472624692294,0.23563399930774265,0.6738830141659692,0.4215722493529606,0.8023656937683123,0.22863728717772272,0.6838486355017035,0.4418241947635209,0.38408262236814095,0.3279006390673701,0.3257828875226418,0.32435954018863605,0.7231449634247593,0.3001082756596019,0.12964684732457524,0.20244525369528396,0.40309416285437505,0.7587001992317213,0.5692913209975621,0.266438613779438,0.2802587546402764,0.2788749199100102,0.4145351286351889,0.6593395550790762,0.24437614239853075,0.27027293208079056,0.9084386899992141,0.7533200562967167,0.0
