feature,pca_energy_score
acc_x_dyn__katz_fractal_dimension,0.16879621835217803
acc_y_dyn__avg_amplitude_change,0.1684047862604257
acc_z_dyn__sum_of_absolute_changes,0.16816678431071067
acc_z_dyn__lower_complete_moment,0.1677200020875506
acc_y_dyn__variance_of_absolute_differences,0.16703291985580318
acc_x_dyn__approximate_entropy_0.9,0.1659711780264188
acc_z_dyn__katz_fractal_dimension,0.16533791555160876
acc_x_dyn__max,0.16530810745261468
acc_z_dyn__variance_of_absolute_differences,0.16425031171124743
acc_y_dyn__quantile_0.3,0.16339989522541995
acc_x_dyn__quantile_0.9,0.1633071497149117
acc_x_dyn__approximate_entropy_0.1,0.16274752220036331
acc_x_dyn__variance_of_absolute_differences,0.1609845340507347
acc_z_dyn__approximate_entropy_0.1,0.1590753842936097
acc_x_dyn__quantile_0.4,0.15742401715999166
acc_z_dyn__sample_entropy,0.1556263905308647
acc_x_dyn__sample_entropy,0.15453440837527876
acc_z_dyn__quantile_0.6,0.1544706866925032
acc_y_dyn__quantile_0.4,0.15397919831709833
acc_z_dyn__harmonic_mean_of_abs,0.1536295076281359
acc_y_dyn__katz_fractal_dimension,0.15326635694060062
acc_y_dyn__harmonic_mean_of_abs,0.15287479008525068
acc_x_dyn__quantile_0.6,0.15004038205667788
acc_z_dyn__quantile_0.4,0.1484184808379747
acc_x_dyn__harmonic_mean_of_abs,0.14801695418058958
acc_y_dyn__tsallis_entropy,0.14648543978130765
acc_y_dyn__sample_entropy,0.14536559161800666
acc_x_dyn__cardinality,0.1411555532131064
