feature,nan_ratio,variance
acc_x_dyn__harmonic_mean_of_abs,0.0,54.36565756564619
acc_x_dyn__quantile_0.4,0.0,154.93152408556017
acc_z_dyn__katz_fractal_dimension,0.0,0.2004952065880241
acc_x_dyn__katz_fractal_dimension,0.0,0.19293984978988454
acc_x_dyn__harmonic_mean,0.0,6.332219788256578e-18
acc_z_dyn__lower_complete_moment,0.0,45149274.44597803
acc_y_dyn__quantile_0.3,0.0,1049.6681687416828
acc_x_dyn__approximate_entropy_0.1,0.0,0.026004661491104992
acc_z_dyn__harmonic_mean_of_abs,0.0,61.49465393257065
acc_x_dyn__quantile_0.9,0.0,3489.75375437596
acc_x_dyn__quantile_0.3,0.0,570.5635667768256
acc_x_dyn__variance_of_absolute_differences,0.0,332247.1436795014
acc_x_dyn__cardinality,0.0,7191.965526337148
acc_y_dyn__katz_fractal_dimension,0.0,0.2359804015345686
acc_y_dyn__tsallis_entropy,0.0,0.00990324155935828
acc_y_dyn__quantile_0.4,0.0,295.8653621862348
acc_x_dyn__max,0.0,23331.340956817032
acc_y_dyn__variance_of_absolute_differences,0.0,401236.0190088542
acc_z_dyn__sample_entropy,0.0,0.06555741572036845
acc_x_dyn__quantile_0.6,0.0,132.63708368887498
acc_z_dyn__variance_of_absolute_differences,0.0,205831.73235080283
acc_z_dyn__quantile_0.6,0.0,143.84064985474777
acc_y_dyn__avg_amplitude_change,0.0,271.9224892689436
acc_z_dyn__sum_of_absolute_changes,0.0,16030238.009937909
acc_y_dyn__sample_entropy,0.0,0.06968083860057334
acc_y_dyn__harmonic_mean_of_abs,0.0,157.28338033624826
acc_x_dyn__sample_entropy,0.0,0.06890154613641974
acc_z_dyn__quantile_0.4,0.0,196.78959424179644
acc_z_dyn__approximate_entropy_0.1,0.0,0.025007543555465587
acc_x_dyn__approximate_entropy_0.9,0.0,0.00949737498139073
