PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.489318565840891,0.489318565840891
PC2,0.20384037774924008,0.6931589435901311
PC3,0.06171795264220225,0.7548768962323333
PC4,0.041407142381936865,0.7962840386142702
PC5,0.03964420961197996,0.8359282482262502
PC6,0.03105361422237337,0.8669818624486236
PC7,0.019205516886247487,0.8861873793348711
PC8,0.015881560311321676,0.9020689396461928
PC9,0.014834521307784542,0.9169034609539773
PC10,0.01206518992568163,0.928968650879659
PC11,0.011216772085088403,0.9401854229647474
PC12,0.01060737290302297,0.9507927958677703
PC13,0.008027807211012537,0.9588206030787828
PC14,0.006801755008576252,0.9656223580873591
PC15,0.005248234251177503,0.9708705923385366
PC16,0.0047437282950712435,0.9756143206336078
PC17,0.004127775966193619,0.9797420965998014
PC18,0.003833303329634385,0.9835753999294358
PC19,0.0034467432466477013,0.9870221431760835
PC20,0.0027972129340589464,0.9898193561101425
PC21,0.0026565011166694613,0.992475857226812
PC22,0.0019519924058474592,0.9944278496326594
PC23,0.001608736739658369,0.9960365863723177
PC24,0.0013243403896798234,0.9973609267619976
PC25,0.0010447657090888994,0.9984056924710865
PC26,0.0007388198825941028,0.9991445123536805
PC27,0.0004659012157675787,0.9996104135694481
PC28,0.00038958643055181353,0.9999999999999999
