,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
ppg_infra_n_peaks,-0.35145862713464165,0.16602434975434793,0.20555771321195515,-0.08632234272000779,-0.8660449401830144,-0.17184474160073987,0.0012026786978531561,-0.1295598390162238,-0.017787876745598247,0.04654621222844868,0.01930331581263871
ppg_infra_peak_quality,-0.07797216440917654,0.09405837259997302,0.7694532755347302,-0.50414923480148,0.29364469562722006,0.09199044823133846,0.10223415500331491,-0.1678762761900355,-0.045234231574080845,0.058977608518992544,-0.0005996115018866406
ppg_infra_hr_std,-0.08515932148623075,0.5128993136348174,-0.12685338647799152,0.06877235706828899,0.14480721588918571,-0.02336980392158308,-0.17922739249195008,-0.1569023606426763,0.20235586093225597,0.6427721047280605,-0.42011998965233865
ppg_infra_hr_range,-0.17619549658528708,0.46972206859226334,0.02659023452570395,-0.1354856747551846,0.08810249185246975,-0.06295549066849032,-0.49079695716604305,0.5856671053403547,-0.06461900766779319,-0.35907682968903937,0.022979915923389667
ppg_infra_hr_median,-0.40456248643623366,0.2046416719796937,-0.1221554098366785,-0.009154334301205347,0.10595360419323292,0.1275380316554904,0.6017654865255291,0.1881086605816806,0.5648700557936734,-0.14546553715468336,0.11919793420081123
ppg_infra_rmssd,0.37876014512539163,0.24730642202646758,0.17851434305067992,0.17600828204530686,-0.12427573226773854,-0.04236795727009377,0.4854525426641234,0.5088347607728861,-0.36290270995603024,0.29566609493772256,0.04000871271065877
ppg_infra_sdnn,0.38170683720042886,0.25466127957225726,0.19291273520323166,0.24224009061064253,-0.05868134722483497,-0.176333977385411,0.1342553689561383,-0.2327186515684252,0.17983388012210333,-0.5428265262344479,-0.5097366273094738
ppg_infra_pnn50,0.3396329332230369,0.1824236473773101,-0.18634914825148025,-0.3187447576227825,-0.27025316646054365,0.7940260367180477,-0.04046259187181696,-0.05136000765677646,0.0504473719454644,-0.06585657013777842,-0.019381437503197943
ppg_infra_pnn20,0.27599793446777765,0.05905184552912851,-0.3906912422363755,-0.6962228125251436,-0.02062902501856873,-0.5059360206492396,0.15628565588554436,-0.02403466054695203,0.039616674347018314,-0.0006172139896066001,0.0016191424543851043
ppg_infra_mean_ibi,0.3912022655551784,-0.2134323195507478,0.27816103141783344,0.03473812037267565,-0.1539040709571989,-0.10959450516978096,-0.2686565217988737,0.26423851596499615,0.6820693484649952,0.2056452240490306,0.1939660873826267
ppg_infra_cv_ibi,0.18629398183772117,0.4792436749416961,-0.012042077495940686,0.19499193868534764,0.08800487129982948,-0.09941517105253846,-0.049934851599374615,-0.4073258322224442,-0.008009339900801042,-0.04895116799131967,0.7134120559645115
