feature,pca_energy_score
ppg_infra_rmssd,0.2474736606667141
ppg_infra_sdnn,0.24625954175990647
ppg_infra_mean_ibi,0.24312279565911912
ppg_infra_hr_max,0.23988755393860345
ppg_infra_cv_ibi,0.23540402279631578
ppg_infra_pnn50,0.23395289628014784
ppg_infra_n_peaks,0.22479800341194064
ppg_infra_hr_min,0.22358936616969105
ppg_infra_sdsd,0.22309607326323133
ppg_infra_pnn20,0.22204722956015688
ppg_infra_hr_range,0.22117205833775946
ppg_infra_hr_std,0.19469099515282567
ppg_infra_peak_quality,0.16527898844897912
