,acc_x_dyn__harmonic_mean_of_abs,acc_x_dyn__quantile_0.4,acc_z_dyn__approximate_entropy_0.1,acc_z_dyn__quantile_0.4,acc_x_dyn__sample_entropy,acc_y_dyn__harmonic_mean_of_abs,acc_y_dyn__sample_entropy,acc_z_dyn__sum_of_absolute_changes,acc_y_dyn__avg_amplitude_change,acc_z_dyn__quantile_0.6,acc_z_dyn__variance_of_absolute_differences,acc_x_dyn__quantile_0.6,acc_z_dyn__sample_entropy,acc_y_dyn__variance_of_absolute_differences,acc_x_dyn__max,acc_y_dyn__quantile_0.4,acc_y_dyn__tsallis_entropy,acc_y_dyn__katz_fractal_dimension,acc_x_dyn__cardinality,acc_x_dyn__variance_of_absolute_differences,acc_x_dyn__quantile_0.3,acc_x_dyn__quantile_0.9,acc_z_dyn__harmonic_mean_of_abs,acc_x_dyn__approximate_entropy_0.1,acc_y_dyn__quantile_0.3,acc_z_dyn__lower_complete_moment,acc_x_dyn__katz_fractal_dimension,acc_z_dyn__katz_fractal_dimension,acc_x_dyn__approximate_entropy_0.9
acc_z_dyn__variance_of_absolute_differences,0.342353409797238,0.492464717844772,0.3369861598066476,0.6659744374904407,0.2942408566937416,0.4797038138273348,0.17280041811898722,0.8997668508254143,0.714556134446146,0.6887301263927904,0.0,0.5522381694539332,0.23875967079767754,0.5575450915410545,0.5782623186521697,0.5045197377648514,0.21795010458650818,0.3805770832617801,0.2478370622720237,0.688844444945195,0.550522906063788,0.599509557328316,0.677621731108489,0.34937787459824476,0.6323818020866615,0.8366362233631424,0.3776034489253143,0.4192608290929266,0.4711835830178954
acc_x_dyn__quantile_0.6,0.9141919772643018,0.9423005609775719,0.5620536537469187,0.8177718387070848,0.5266291795107932,0.7827171226404986,0.42196123705416194,0.8029434923088448,0.8001940505369382,0.8148687563354553,0.5522381694539332,0.0,0.5331785098907412,0.6023992508704259,0.48842971755290654,0.5621913333303487,0.4001055931256613,0.5109377655354521,0.2585187337372062,0.7170872509048325,0.9580430083840022,0.8992419085104282,0.8024085816370259,0.536808953970501,0.7846943846078903,0.6399556839593488,0.5308998702984191,0.5863954301868428,0.46342913594431423
acc_z_dyn__sample_entropy,0.43612310587735015,0.5131301436617308,0.931609675708393,0.5165779230847959,0.9571494439952333,0.5060240475749351,0.927679868404464,0.42631533728137594,0.43312754944979454,0.519563987475839,0.23875967079767754,0.5331785098907412,0.0,0.2661855606215444,0.047700361130398494,0.37975306962413047,0.6155758355356155,0.8524249306065698,0.3529659443699067,0.27338933217227596,0.49666198195886324,0.3650629332100309,0.5221977613117941,0.8950821709382063,0.47311488691395337,0.23180746339239192,0.8164225642950546,0.8591182864762614,0.7623116001427427
acc_y_dyn__variance_of_absolute_differences,0.519216466502855,0.5761578697804755,0.3300811880747606,0.5807961499540246,0.232110286513379,0.597533390728794,0.055707581673559985,0.6329726251567115,0.8820606967028538,0.5537265009339826,0.5575450915410545,0.6023992508704259,0.2661855606215444,0.0,0.48068655139399913,0.41140532371606564,0.22771937977027737,0.37846806660721627,0.19326533675750066,0.549443500286967,0.613158528327863,0.7355367283569477,0.6065889496544847,0.286081055450949,0.6480701592621874,0.5293576340173547,0.40004507215014956,0.3775611955865192,0.3444779663927825
acc_x_dyn__max,0.4330671317899177,0.4735453704600961,0.11448421852807598,0.41041823029405405,0.07075856289455595,0.2988302629288959,0.13262860482380978,0.5884769999602086,0.5307090830771659,0.4118321208137704,0.5782623186521697,0.48842971755290654,0.047700361130398494,0.48068655139399913,0.0,0.3452605547887179,0.015963696040622335,0.055098883600621484,0.4213925193225174,0.7291717111087711,0.5572466172162758,0.6915201227779366,0.40721633152167175,0.06070403613067001,0.4604535702898628,0.5808170694905509,0.1287153836339519,0.1961020848832255,0.17057957133316973
acc_y_dyn__quantile_0.4,0.49113439603386394,0.46618586698573217,0.4493725306656341,0.8460071678891522,0.4489923185302925,0.7551748689732891,0.392182853343807,0.6221395771249798,0.6427867840483338,0.655154070741687,0.5045197377648514,0.5621913333303487,0.37975306962413047,0.41140532371606564,0.3452605547887179,0.0,0.39001255919327343,0.5024852108329964,0.25230518642143945,0.5679943394045096,0.545620114390932,0.5327251618429484,0.7334875041753912,0.4810258566018572,0.873557698168635,0.6186477492109291,0.45805710384791587,0.3581669309380282,0.5143889919916812
acc_y_dyn__tsallis_entropy,0.3377022187174216,0.37276076544579,0.6582096069658468,0.43265413092790084,0.6360507319295847,0.3909755648920265,0.6414696123202415,0.36351947657345507,0.374068155859262,0.41410031396167185,0.21795010458650818,0.4001055931256613,0.6155758355356155,0.22771937977027737,0.015963696040622335,0.39001255919327343,0.0,0.6646946974231343,0.11786233389718366,0.21827156794738772,0.3932592154764184,0.35993753812076973,0.4371674963826214,0.7042351882702683,0.45401284198024816,0.32404180497922425,0.5930813433301918,0.5667042434961591,0.5397196603404433
acc_y_dyn__katz_fractal_dimension,0.377534740870508,0.4506619035721153,0.8607749324878579,0.5954469101562966,0.846807247748819,0.6318094099181185,0.8299287606803082,0.5574443063646632,0.5848735648918686,0.5897214945882162,0.3805770832617801,0.5109377655354521,0.8524249306065698,0.37846806660721627,0.055098883600621484,0.5024852108329964,0.6646946974231343,0.0,0.4432204802500082,0.30879468634445595,0.47299333076864164,0.402151743979923,0.6139293758442756,0.840134668596124,0.5991945813167956,0.39327221181986804,0.8657083556729017,0.8495570282251842,0.8242420369527875
acc_x_dyn__cardinality,0.2218875663177145,0.24551358917204416,0.5561947871097976,0.26909746659316186,0.3555711475629887,0.22082828319486258,0.32382061214446295,0.3230926781873593,0.29935628486962873,0.25235683059243963,0.2478370622720237,0.2585187337372062,0.3529659443699067,0.19326533675750066,0.4213925193225174,0.25230518642143945,0.11786233389718366,0.4432204802500082,0.0,0.24210560776159543,0.272668300642142,0.3371072323084479,0.26695677994098843,0.5226143437960376,0.2961044620587545,0.2945266558979098,0.47661343867007905,0.48227177556149775,0.5511032049545798
acc_x_dyn__variance_of_absolute_differences,0.624323768857031,0.6503092055953477,0.35683448575350757,0.6838463617819163,0.23519051438917354,0.5072766927362721,0.16788835990756293,0.7528708070429307,0.674199061427493,0.6270502932114661,0.688844444945195,0.7170872509048325,0.27338933217227596,0.549443500286967,0.7291717111087711,0.5679943394045096,0.21827156794738772,0.30879468634445595,0.24210560776159543,0.0,0.7591544980183427,0.7903085739142739,0.6609366556846374,0.2819843049390057,0.644772586615047,0.7045315864439884,0.37871635157490674,0.4095979390533684,0.4199598169041122
acc_x_dyn__quantile_0.3,0.8960745892514177,0.9680176079716626,0.5488071679109134,0.7936328923181597,0.4779032519637509,0.7259500718260712,0.3772169836135238,0.7999907888376498,0.8012852757976888,0.7891887035861188,0.550522906063788,0.9580430083840022,0.49666198195886324,0.613158528327863,0.5572466172162758,0.545620114390932,0.3932592154764184,0.47299333076864164,0.272668300642142,0.7591544980183427,0.0,0.9392198199523459,0.7823017486390873,0.5158053411409071,0.7875951778121174,0.665096964028198,0.5167148411940927,0.5702548885929448,0.44522407802514063
acc_x_dyn__quantile_0.9,0.8401666809245186,0.8827906389501634,0.47384213936950315,0.7371134188031055,0.34144086661260037,0.6669596526264062,0.21288402445348353,0.7955702937125952,0.8465266865700187,0.7251430127859475,0.599509557328316,0.8992419085104282,0.3650629332100309,0.7355367283569477,0.6915201227779366,0.5327251618429484,0.35993753812076973,0.402151743979923,0.3371072323084479,0.7903085739142739,0.9392198199523459,0.0,0.7342835632736775,0.435350725894828,0.7658868793850953,0.7206602870823331,0.46525601846847714,0.4996391709546116,0.4234613449557464
acc_z_dyn__harmonic_mean_of_abs,0.6419175461212292,0.7621805094145471,0.5679073276008848,0.9240771236404621,0.5526698676350781,0.822039775822218,0.4574458790354945,0.8626198578379836,0.8356548216972027,0.8906351540034002,0.677621731108489,0.8024085816370259,0.5221977613117941,0.6065889496544847,0.40721633152167175,0.7334875041753912,0.4371674963826214,0.6139293758442756,0.26695677994098843,0.6609366556846374,0.7823017486390873,0.7342835632736775,0.0,0.5678354918165428,0.8778159010044377,0.7498283791955064,0.6070277328199065,0.5875799340006868,0.5805307708848496
acc_x_dyn__approximate_entropy_0.1,0.4349463890192716,0.5091435571435159,0.9587086268665307,0.5723754751771644,0.937905370168021,0.5004678457201605,0.8601085275621846,0.510488182124131,0.49633469171426253,0.5426778609588073,0.34937787459824476,0.536808953970501,0.8950821709382063,0.286081055450949,0.06070403613067001,0.4810258566018572,0.7042351882702683,0.840134668596124,0.5226143437960376,0.2819843049390057,0.5158053411409071,0.435350725894828,0.5678354918165428,0.0,0.5651977019918253,0.3730784933992739,0.8466901871065923,0.8161773110786167,0.8384792248731855
acc_y_dyn__quantile_0.3,0.6833312350902816,0.7241370832026217,0.5545353729722499,0.9474473074234199,0.5053315390700206,0.90956629639787,0.40349071404193443,0.8248598555296691,0.8811852018888501,0.8641471149800185,0.6323818020866615,0.7846943846078903,0.47311488691395337,0.6480701592621874,0.4604535702898628,0.873557698168635,0.45401284198024816,0.5991945813167956,0.2961044620587545,0.644772586615047,0.7875951778121174,0.7658868793850953,0.8778159010044377,0.5651977019918253,0.0,0.7554327893806851,0.5874525818754815,0.5342185854214587,0.5725750446872464
acc_z_dyn__lower_complete_moment,0.4904156744857929,0.5799642985439751,0.3584298039032336,0.7454646986407878,0.2861581046984807,0.6023740650554267,0.1858233584169401,0.86196913775048,0.7033574594775174,0.8114448342870704,0.8366362233631424,0.6399556839593488,0.23180746339239192,0.5293576340173547,0.5808170694905509,0.6186477492109291,0.32404180497922425,0.39327221181986804,0.2945266558979098,0.7045315864439884,0.665096964028198,0.7206602870823331,0.7498283791955064,0.3730784933992739,0.7554327893806851,0.0,0.4068563706096212,0.37948765474322516,0.4560029071636659
acc_x_dyn__katz_fractal_dimension,0.39122901493032197,0.49694585058960433,0.8434929952579137,0.5762719733621734,0.8312586318110574,0.5739433982129549,0.7261601448048264,0.5708700443600241,0.5930924524335187,0.5727290051271124,0.3776034489253143,0.5308998702984191,0.8164225642950546,0.40004507215014956,0.1287153836339519,0.45805710384791587,0.5930813433301918,0.8657083556729017,0.47661343867007905,0.37871635157490674,0.5167148411940927,0.46525601846847714,0.6070277328199065,0.8466901871065923,0.5874525818754815,0.4068563706096212,0.0,0.9049583611201645,0.928043949190951
acc_z_dyn__katz_fractal_dimension,0.45276038624535,0.5679977745871224,0.8586432717105633,0.5512484405243215,0.8236351906252644,0.5436963740959895,0.7496185585694338,0.595765725179946,0.5821134177618347,0.5686576606941038,0.4192608290929266,0.5863954301868428,0.8591182864762614,0.3775611955865192,0.1961020848832255,0.3581669309380282,0.5667042434961591,0.8495570282251842,0.48227177556149775,0.4095979390533684,0.5702548885929448,0.4996391709546116,0.5875799340006868,0.8161773110786167,0.5342185854214587,0.37948765474322516,0.9049583611201645,0.0,0.8285046783087662
acc_x_dyn__approximate_entropy_0.9,0.31640917688519465,0.4009033727419897,0.8200358276018049,0.5719234695640003,0.7995628662641909,0.49461193108920326,0.6941614470639518,0.5852871032510747,0.5551030343185287,0.5391199248197152,0.4711835830178954,0.46342913594431423,0.7623116001427427,0.3444779663927825,0.17057957133316973,0.5143889919916812,0.5397196603404433,0.8242420369527875,0.5511032049545798,0.4199598169041122,0.44522407802514063,0.4234613449557464,0.5805307708848496,0.8384792248731855,0.5725750446872464,0.4560029071636659,0.928043949190951,0.8285046783087662,0.0
