feature,nan_ratio,variance
acc_x_dyn__harmonic_mean_of_abs,0.0,39.208957947673184
acc_x_dyn__quantile_0.4,0.0,83.76939260041532
acc_z_dyn__katz_fractal_dimension,0.0,0.1999385325506423
acc_x_dyn__katz_fractal_dimension,0.0,0.20930084700499627
acc_x_dyn__harmonic_mean,0.0,6.329039150089116e-18
acc_z_dyn__lower_complete_moment,0.0,26061971.830387566
acc_y_dyn__quantile_0.3,0.0,269.24070084256874
acc_x_dyn__approximate_entropy_0.1,0.0,0.05955301848673231
acc_z_dyn__harmonic_mean_of_abs,0.0,34.230443084175036
acc_x_dyn__quantile_0.9,0.0,2961.12898284082
acc_x_dyn__quantile_0.3,0.0,398.1955153165588
acc_x_dyn__variance_of_absolute_differences,0.0,243421.51775012622
acc_x_dyn__cardinality,0.0,62870.89353542732
acc_y_dyn__katz_fractal_dimension,0.0,0.2663338519616066
acc_y_dyn__tsallis_entropy,0.0,0.02949390948126537
acc_y_dyn__quantile_0.4,0.0,51.76193870898985
acc_x_dyn__max,0.0,35970.20527717926
acc_y_dyn__variance_of_absolute_differences,0.0,546445.4949449319
acc_z_dyn__sample_entropy,0.0,0.06034084751780628
acc_x_dyn__quantile_0.6,0.0,84.69458948190861
acc_z_dyn__variance_of_absolute_differences,0.0,165093.07944200403
acc_z_dyn__quantile_0.6,0.0,64.76939575401653
acc_y_dyn__avg_amplitude_change,0.0,193.78752740878605
acc_z_dyn__sum_of_absolute_changes,0.0,116270851.05141371
acc_y_dyn__sample_entropy,0.0,0.06042087422534093
acc_y_dyn__harmonic_mean_of_abs,0.0,33.720615636298966
acc_x_dyn__sample_entropy,0.0,0.062347741196504367
acc_z_dyn__quantile_0.4,0.0,113.05113008806502
acc_z_dyn__approximate_entropy_0.1,0.0,0.05649668772322066
acc_x_dyn__approximate_entropy_0.9,0.0,0.008935268687879633
