feature,pca_energy_score
acc_z_dyn__sum_of_absolute_changes,0.17604764327870367
acc_z_dyn__variance_of_absolute_differences,0.1752165470546619
acc_y_dyn__quantile_0.3,0.17512827631638708
acc_x_dyn__quantile_0.6,0.17416714270592976
acc_z_dyn__katz_fractal_dimension,0.17218130935304232
acc_z_dyn__lower_complete_moment,0.17200327447287594
acc_z_dyn__quantile_0.4,0.17162003775278611
acc_y_dyn__avg_amplitude_change,0.17089788709324036
acc_x_dyn__quantile_0.4,0.17077860355634325
acc_x_dyn__harmonic_mean_of_abs,0.1704913149070391
acc_x_dyn__quantile_0.9,0.1702870049134971
acc_x_dyn__katz_fractal_dimension,0.17025282554769447
acc_x_dyn__approximate_entropy_0.9,0.16885828225591878
acc_y_dyn__harmonic_mean_of_abs,0.16834738781833977
acc_y_dyn__katz_fractal_dimension,0.16768313022991613
acc_z_dyn__sample_entropy,0.16555938801760342
acc_x_dyn__approximate_entropy_0.1,0.165110513641667
acc_x_dyn__variance_of_absolute_differences,0.16186902893441438
acc_z_dyn__quantile_0.6,0.16100467306399935
acc_y_dyn__variance_of_absolute_differences,0.15967779120778672
acc_z_dyn__harmonic_mean_of_abs,0.15951788129896444
acc_y_dyn__sample_entropy,0.15839693185683806
acc_x_dyn__max,0.15624211508025593
acc_y_dyn__quantile_0.4,0.15611026481697296
acc_y_dyn__tsallis_entropy,0.14345402434777782
acc_x_dyn__cardinality,0.14191102558738553
