PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.5887666526814967,0.5887666526814967
PC2,0.15119912131765387,0.7399657739991506
PC3,0.05611244960675991,0.7960782236059105
PC4,0.04787497698566041,0.843953200591571
PC5,0.030600883931636055,0.874554084523207
PC6,0.029196862846743343,0.9037509473699504
PC7,0.02264643064557064,0.926397378015521
PC8,0.01656979494062213,0.9429671729561432
PC9,0.010648508821725387,0.9536156817778686
PC10,0.009702274519517834,0.9633179562973865
PC11,0.006594224827723401,0.9699121811251099
PC12,0.006109626606561764,0.9760218077316717
PC13,0.0051081369200436854,0.9811299446517153
PC14,0.003497794826193159,0.9846277394779085
PC15,0.0033126002347708128,0.9879403397126794
PC16,0.002459116744545422,0.9903994564572248
PC17,0.001886765636063127,0.992286222093288
PC18,0.001678741815635198,0.9939649639089232
PC19,0.001451209244023445,0.9954161731529466
PC20,0.0014072998998386388,0.9968234730527853
PC21,0.0010544322237548865,0.9978779052765402
PC22,0.0007519020437324921,0.9986298073202727
PC23,0.0005397797759343101,0.9991695870962071
PC24,0.000491173387203815,0.9996607604834109
PC25,0.00023716867531698026,0.9998979291587279
PC26,0.00010207084127247382,1.0000000000000004
