,PC1,PC2,PC3,PC4,PC5
eda_scl_max,0.26085390004886516,-0.5915422100181156,0.7622729741602711,-0.0026053610649990383,-0.031083461112886086
eda_scl_slope,0.45723201266299024,-0.4069147833216638,-0.4596404282280863,-0.5373153562833113,0.35409339213105007
eda_scr_count,0.5532140810509072,0.08997763256223555,-0.10188294504199524,0.7337607357993724,0.3702340533692566
eda_scr_amp_sum,0.5617302314076591,0.13360522023572324,-0.12157603429190102,-0.05019575278460566,-0.805796777442491
eda_phasic_auc,0.31828832381214595,0.6771645617170367,0.4272115670233899,-0.4127480938749568,0.29541494086020414
