feature,nan_ratio,variance
eda_scr_amp_std,0.6895306859205776,2.0425594245959007e-06
eda_scr_amp_max,0.6895306859205776,0.0003471781865075483
eda_scr_recovery_mean,0.6895306859205776,0.020886565848516087
eda_scr_rise_std,0.6895306859205776,0.004411681831817876
eda_scr_rise_mean,0.6895306859205776,0.06822505012210991
eda_scr_amp_mean,0.6895306859205776,0.0003537277320634824
eda_phasic_auc,0.0,1.3352681769378523
eda_phasic_max,0.0,0.0007923131821027822
eda_phasic_std,0.0,5.0579586571281095e-05
eda_phasic_mean,0.0,1.3293657934574929e-05
eda_scr_amp_sum,0.0,0.0008826419703098785
eda_scl_mean,0.0,1904.1146226413339
eda_scl_std,0.0,0.009589996702585122
eda_scr_rate,0.0,0.0022436575479935885
eda_scr_count,0.0,0.22436575479935877
eda_scl_auc,0.0,193764616.6334794
eda_scl_slope,0.0,1.677015001070442e-06
eda_scl_range,0.0,0.0960415671044232
eda_scl_max,0.0,1909.4371795959125
eda_scl_min,0.0,1898.7868183458168
eda_phasic_energy,0.0,0.0031292867307922472
