,PC1,PC2,PC3,PC4,PC5
eda_scl_min,0.16749679223920885,0.9729055439127123,-0.0013626304113051903,-0.15929593155631327,-0.004751488340752576
eda_scl_slope,0.490186416567,-0.2100843797276957,0.21787029564614568,-0.7770989257331367,0.25343958709542536
eda_scr_count,0.48484774481513876,0.009805744046983284,0.6312091829064025,0.5572473070061893,0.23638299004018967
eda_scr_amp_sum,0.5153151611564118,-0.0862848416817193,-0.11465415519076685,0.041009696668834465,-0.8439062982671259
eda_phasic_energy,0.48066105587284114,-0.04216787281786306,-0.7354998773796945,0.24194154134313522,0.4095009655863877
