,PC1,PC2,PC3,PC4,PC5
eda_scl_slope,0.49018641656699946,-0.21008437972769528,0.21787029564614604,-0.7770989257331365,0.2534395870954254
eda_scr_amp_sum,0.5153151611564123,-0.08628484168171986,-0.11465415519076752,0.04100969666883439,-0.8439062982671258
eda_phasic_energy,0.4806610558728413,-0.04216787281786418,-0.7354998773796939,0.2419415413431352,0.4095009655863885
eda_scr_count,0.4848477448151389,0.00980574404698299,0.6312091829064028,0.5572473070061892,0.2363829900401893
eda_scl_min,0.1674967922392096,0.9729055439127126,-0.0013626304113056016,-0.1592959315563126,-0.004751488340752894
