,eda_scl_mean,eda_scl_std,eda_scl_min,eda_scl_max,eda_scl_range,eda_scl_slope,eda_scl_auc,eda_scr_count,eda_scr_rate,eda_scr_amp_sum,eda_phasic_mean,eda_phasic_std,eda_phasic_max,eda_phasic_auc,eda_phasic_energy
eda_scl_mean,0.0,0.3940958150577726,0.9999992951492312,0.9999992966386256,0.39409174621421034,0.12409287716290264,0.9999999999999994,0.3038953456028449,0.3038953456028441,0.2422699729517726,0.39634124900521017,0.3936158570281625,0.39296844426709776,0.3963848894979694,0.2586160447927129
eda_scl_std,0.3940958150577726,0.0,0.3930043276061201,0.39518559353079996,0.9999999755337446,0.7792934387515411,0.3940958151964547,0.8276637681194582,0.827663768119458,0.9312636875427152,0.9994827841807501,0.9998810040292647,0.9998191004285706,0.9994650224193863,0.9616501105353891
eda_scl_min,0.9999992951492312,0.3930043276061201,0.0,0.9999971836251983,0.39300025691390555,0.12314915752095455,0.9999992951489058,0.3029803963526174,0.30298039635261653,0.24119000352792191,0.3952514444033778,0.3925242919898598,0.39187665078118544,0.3952951275626146,0.2575051448037776
eda_scl_max,0.9999992966386256,0.39518559353079996,0.9999971836251983,0.0,0.39518152704225773,0.12503527350500557,0.9999992966386532,0.30480841751460164,0.30480841751460147,0.24334828270104322,0.3974290791866932,0.394705735050908,0.3940585962860765,0.3974726719089382,0.2597252504674197
eda_scl_range,0.39409174621421034,0.9999999755337446,0.39300025691390555,0.39518152704225773,0.0,0.7792980254657741,0.39409174635131383,0.8276594367642078,0.8276594367642064,0.9312651495144693,0.9994786778857804,0.999879428183835,0.9998188676211155,0.9994608536947033,0.9616491648291429
eda_scl_slope,0.12409287716290264,0.7792934387515411,0.12314915752095455,0.12503527350500557,0.7792980254657741,0.0,0.12409287775669632,0.8779705408951222,0.8779705408951227,0.9467756950307809,0.7784145572082234,0.7794723794784101,0.7796383555224577,0.7783845317940838,0.8287264860409178
eda_scl_auc,0.9999999999999994,0.3940958151964547,0.9999992951489058,0.9999992966386532,0.39409174635131383,0.12409287775669632,0.0,0.30389534723563055,0.3038953472356306,0.24226997364452835,0.3963412499744816,0.3936158570996212,0.3929684441973839,0.39638489048324405,0.258616045423083
eda_scr_count,0.3038953456028449,0.8276637681194582,0.3029803963526174,0.30480841751460164,0.8276594367642078,0.8779705408951222,0.30389534723563055,0.0,0.9999999999999993,0.9117748848823254,0.8288771171491286,0.8283713951032563,0.8283747727429918,0.828884792476608,0.7636397342461495
eda_scr_rate,0.3038953456028441,0.827663768119458,0.30298039635261653,0.30480841751460147,0.8276594367642064,0.8779705408951227,0.3038953472356306,0.9999999999999993,0.0,0.9117748848823272,0.8288771171491297,0.828371395103257,0.8283747727429918,0.8288847924766094,0.7636397342461486
eda_scr_amp_sum,0.2422699729517726,0.9312636875427152,0.24119000352792191,0.24334828270104322,0.9312651495144693,0.9467756950307809,0.24226997364452835,0.9117748848823254,0.9117748848823272,0.0,0.9308326152728177,0.9315457513171653,0.9316725623523987,0.9308119443934169,0.9451086919289704
eda_phasic_mean,0.39634124900521017,0.9994827841807501,0.3952514444033778,0.3974290791866932,0.9994786778857804,0.7784145572082234,0.3963412499744816,0.8288771171491286,0.8288771171491297,0.9308326152728177,0.0,0.9995210444831744,0.9993013275275812,0.9999998427994776,0.9612554837332433
eda_phasic_std,0.3936158570281625,0.9998810040292647,0.3925242919898598,0.394705735050908,0.999879428183835,0.7794723794784101,0.3936158570996212,0.8283713951032563,0.828371395103257,0.9315457513171653,0.9995210444831744,0.0,0.9999539357039317,0.9995044831127147,0.9616757927202426
eda_phasic_max,0.39296844426709776,0.9998191004285706,0.39187665078118544,0.3940585962860765,0.9998188676211155,0.7796383555224577,0.3929684441973839,0.8283747727429918,0.8283747727429918,0.9316725623523987,0.9993013275275812,0.9999539357039317,0.0,0.9992817548310484,0.9616017107199445
eda_phasic_auc,0.3963848894979694,0.9994650224193863,0.3952951275626146,0.3974726719089382,0.9994608536947033,0.7783845317940838,0.39638489048324405,0.828884792476608,0.8288847924766094,0.9308119443934169,0.9999998427994776,0.9995044831127147,0.9992817548310484,0.0,0.9612385013571361
eda_phasic_energy,0.2586160447927129,0.9616501105353891,0.2575051448037776,0.2597252504674197,0.9616491648291429,0.8287264860409178,0.258616045423083,0.7636397342461495,0.7636397342461486,0.9451086919289704,0.9612554837332433,0.9616757927202426,0.9616017107199445,0.9612385013571361,0.0
