feature,reason,value
eda_cc_range,|corr|>=0.95,0.9999999999999994
eda_cc_rms,|corr|>=0.95,0.9999999999998505
eda_cc_median,|corr|>=0.95,0.9999999998004525
eda_stress_skin_mean,|corr|>=0.95,0.9999994825814764
eda_stress_skin_rms,|corr|>=0.95,0.9999982798699474
eda_cc_max,|corr|>=0.95,0.9999980727597221
eda_cc_mean,|corr|>=0.95,0.9999980724595493
eda_cc_std,|corr|>=0.95,0.9999823798175325
eda_cc_iqr,|corr|>=0.95,0.9999415004875424
eda_cc_mean_abs_diff,|corr|>=0.95,0.999860838831737
eda_stress_skin_range,|corr|>=0.95,0.9997725497934248
eda_stress_skin_max,|corr|>=0.95,0.9995970892071889
eda_stress_skin_median,|corr|>=0.95,0.9995917443991252
eda_stress_skin_iqr,|corr|>=0.95,0.9994435835856746
eda_stress_skin_mean_abs_diff,|corr|>=0.95,0.9988988121611065
eda_stress_skin_std,|corr|>=0.95,0.9978576310564877
