,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
eda_cc_slope,0.41491676525702087,-0.3342529869901405,0.25677114169436566,-0.2232155852001014,0.02992515699379963,0.3973163880132182,-0.08631126756084752,0.28037955654866725,0.1511906623785946,-0.5767890668864383
eda_stress_skin_skew,0.19279402907513585,0.17873022005562708,-0.44979858198544864,0.30861950819586775,0.3338251189928874,0.5333835318550767,0.06378804523888024,-0.1787138008061174,-0.4349919643708838,-0.11026539389421183
eda_cc_mad,0.46922273909191065,-0.35912518552523803,0.2973939601126923,0.029989885003120744,0.085704822940366,0.1451131399915287,-0.1080175046977702,-0.1023164677539095,-0.13391886504934164,0.702170006581187
eda_stress_skin_kurtosis,0.41380145602217305,0.30275306634259397,-0.3912822096820513,0.15917019837972116,0.0720424151480617,-0.04926253999710566,-0.20480708627485308,0.21473008811755895,0.6602951824504536,0.1643484938239425
eda_stress_skin_min,-0.46455857410022366,-0.1188799574903959,0.08188313963200142,0.2285411390256085,0.24249689689157516,0.1813753325881168,-0.7310055151852738,0.284073136629941,-0.009225678135313048,0.06529553244534922
eda_cc_min,0.4138489163629015,0.08430925485655719,0.0973869881742833,0.3086796636099871,-0.009709804892768842,-0.6040027640294948,-0.33140109095301656,0.02928493191288312,-0.4001246767102267,-0.28487891687166284
eda_stress_skin_mad,-0.09450311248399074,-0.161921014174126,0.3507027923659736,0.6977291234390843,0.2956120720772663,-0.04614014363835019,0.38836625661919044,-0.07148157699965932,0.31000246412899674,-0.11609248779186136
eda_cc_skew,-0.04550153058481268,-0.4993849286343642,-0.44227436802802284,0.18141309138570152,-0.19441154823432757,-0.12475595094721832,0.26497461917775256,0.5972661932369896,-0.1730752143243874,0.09886149825559624
eda_stress_skin_slope,0.014535799578641023,0.0954673948724405,0.09161960402032063,0.40179762762663873,-0.830632407857176,0.31751079703644175,-0.13057398731250847,-0.11179931932148808,0.018207799292502505,-0.013990014431958712
eda_cc_kurtosis,0.031221867428890587,0.5742315657112679,0.383435249111636,-0.0014479257212017909,0.03314029439042986,0.1339203416349412,0.2293087785050808,0.6139871724454562,-0.21777610652875098,0.16197680008895807
