,eda_scl_mean,eda_scl_std,eda_scl_min,eda_scl_max,eda_scl_range,eda_scl_slope,eda_scl_auc,eda_scr_count,eda_scr_rate,eda_scr_amp_sum,eda_phasic_mean,eda_phasic_std,eda_phasic_max,eda_phasic_auc,eda_phasic_energy
eda_scl_mean,0.0,0.6375652199529321,0.9999977343827906,0.9999977511035714,0.6375614773927697,0.049250654388392934,0.9999999999999989,0.008656294613861464,0.008656294613861745,0.2794036324143743,0.6384217704634504,0.6363075423764334,0.6353705222733994,0.6384514360420698,0.5724437533152154
eda_scl_std,0.6375652199529321,0.0,0.6359238672041694,0.6391976310334202,0.9999999868236438,0.5530159231544636,0.6375652209182393,0.5019722444048677,0.5019722444048673,0.7892439026088501,0.9998051592145966,0.9999336941921542,0.999839874051378,0.9997977171306843,0.9537622042609936
eda_scl_min,0.9999977343827906,0.6359238672041694,0.0,0.9999909711297054,0.6359201183822635,0.04780909479356992,0.9999977343797626,0.01005872918642519,0.010058729186425207,0.27771434992001215,0.6367823424377795,0.634664234073807,0.6337258751441687,0.6368120781688619,0.5708154998822446
eda_scl_max,0.9999977511035714,0.6391976310334202,0.9999909711297054,0.0,0.6391938954444057,0.050686253424878105,0.9999977511058576,0.007259460925443168,0.007259460925443267,0.28108514325773215,0.6400520069598794,0.6379420546525094,0.6370064809384443,0.640081597121366,0.5740632146890448
eda_scl_range,0.6375614773927697,0.9999999868236438,0.6359201183822635,0.6391938954444057,0.0,0.5530126532964181,0.6375614783558259,0.5019724899020799,0.5019724899020793,0.7892418584579488,0.9998028257592892,0.9999336566432313,0.9998412300030344,0.999795346632227,0.953758643670126
eda_scl_slope,0.049250654388392934,0.5530159231544636,0.04780909479356992,0.050686253424878105,0.5530126532964181,0.0,0.049250656524137404,0.8991298075984976,0.8991298075984975,0.9470804908112483,0.5535809427385887,0.5550192613728663,0.5555818300308956,0.5535539411813016,0.6844926678572194
eda_scl_auc,0.9999999999999989,0.6375652209182393,0.9999977343797626,0.9999977511058576,0.6375614783558259,0.049250656524137404,0.0,0.008656292356405542,0.00865629235640556,0.27940363424850795,0.6384217722249913,0.6363075428791704,0.6353705224357916,0.6384514378205497,0.5724437548785872
eda_scr_count,0.008656294613861464,0.5019722444048677,0.01005872918642519,0.007259460925443168,0.5019724899020799,0.8991298075984976,0.008656292356405542,0.0,1.0000000000000002,0.8590380699306055,0.5021457886028249,0.5036238565472866,0.504387728362096,0.5021175060195366,0.5468191737016503
eda_scr_rate,0.008656294613861745,0.5019722444048673,0.010058729186425207,0.007259460925443267,0.5019724899020793,0.8991298075984975,0.00865629235640556,1.0000000000000002,0.0,0.8590380699306058,0.5021457886028244,0.5036238565472865,0.504387728362096,0.5021175060195368,0.5468191737016501
eda_scr_amp_sum,0.2794036324143743,0.7892439026088501,0.27771434992001215,0.28108514325773215,0.7892418584579488,0.9470804908112483,0.27940363424850795,0.8590380699306055,0.8590380699306058,0.0,0.789491387828768,0.7906991348414532,0.7911320178836199,0.7894672351995259,0.8668032768218366
eda_phasic_mean,0.6384217704634504,0.9998051592145966,0.6367823424377795,0.6400520069598794,0.9998028257592892,0.5535809427385887,0.6384217722249913,0.5021457886028249,0.5021457886028244,0.789491387828768,0.0,0.9996132046927977,0.9993256232683985,0.999999926565881,0.9540751564287621
eda_phasic_std,0.6363075423764334,0.9999336941921542,0.634664234073807,0.6379420546525094,0.9999336566432313,0.5550192613728663,0.6363075428791704,0.5036238565472866,0.5036238565472865,0.7906991348414532,0.9996132046927977,0.0,0.9999300310968354,0.9996026947120751,0.9541389675984203
eda_phasic_max,0.6353705222733994,0.999839874051378,0.6337258751441687,0.6370064809384443,0.9998412300030344,0.5555818300308956,0.6353705224357916,0.504387728362096,0.504387728362096,0.7911320178836199,0.9993256232683985,0.9999300310968354,0.0,0.999311522619888,0.9539379188051053
eda_phasic_auc,0.6384514360420698,0.9997977171306843,0.6368120781688619,0.640081597121366,0.999795346632227,0.5535539411813016,0.6384514378205497,0.5021175060195366,0.5021175060195368,0.7894672351995259,0.999999926565881,0.9996026947120751,0.999311522619888,0.0,0.954068754356136
eda_phasic_energy,0.5724437533152154,0.9537622042609936,0.5708154998822446,0.5740632146890448,0.953758643670126,0.6844926678572194,0.5724437548785872,0.5468191737016503,0.5468191737016501,0.8668032768218366,0.9540751564287621,0.9541389675984203,0.9539379188051053,0.954068754356136,0.0
