,PC1,PC2,PC3,PC4,PC5
eda_scl_slope,0.5019528072143721,0.2611704446375109,-0.012747186618196855,0.716228679233755,-0.40827364163493085
eda_phasic_energy,0.4653775805270187,-0.3536368728512376,-0.6104815292197697,-0.4061307466555322,-0.34746911921108453
eda_scr_rate,0.46625773220422545,0.34490048391016476,0.5977778243431761,-0.5309459487480912,-0.15622245545962601
eda_scr_amp_sum,0.5328060220840117,0.031264548738878135,-0.14091779552666306,0.08549491238560734,0.8294414178730457
eda_scl_min,0.17374854492402067,-0.8287322518151023,0.4999536571946007,0.1812769018056546,-0.014118196334565252
