PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.6983300016596444,0.6983300016596444
PC2,0.24444420550555987,0.9427742071652043
PC3,0.04229357090352897,0.9850677780687332
PC4,0.014096916765170072,0.9991646948339034
PC5,0.000835305166096852,1.0000000000000002
