,eda_scl_mean,eda_scl_std,eda_scl_min,eda_scl_max,eda_scl_range,eda_scl_slope,eda_scl_auc,eda_scr_count,eda_scr_rate,eda_scr_amp_sum,eda_phasic_mean,eda_phasic_std,eda_phasic_max,eda_phasic_auc,eda_phasic_energy
eda_scl_mean,0.0,0.641397428323239,0.9997981986171208,0.9998044422659015,0.6415567091498515,0.05217775644929322,0.9999999999996725,0.46461524553962436,0.46461524553962447,0.35349046169063547,0.6207973805991597,0.6105449571610293,0.6062396390204481,0.6208934039395351,0.5557867979519383
eda_scl_std,0.641397428323239,0.0,0.6258707544729648,0.6564335417631351,0.9999320553219432,0.5563051633429108,0.6413972858476631,0.8243706780408352,0.8243706780408351,0.8443466380984411,0.9941824597886187,0.9941401579670616,0.9925798348505289,0.9941737712098543,0.9509535903016056
eda_scl_min,0.9997981986171208,0.6258707544729648,0.0,0.9992065541674886,0.6260288704382384,0.038583208242690896,0.9997982016841317,0.45071352562719,0.45071352562719025,0.33731983917031494,0.6051135270698554,0.5946889275716571,0.5903599525445348,0.6052113251339931,0.5401738977723279
eda_scl_max,0.9998044422659015,0.6564335417631351,0.9992065541674886,0.0,0.6565899468942203,0.06569875705962534,0.9998044380622244,0.4780793697705479,0.478079369770548,0.3693888055014082,0.6360847046250095,0.6260056374449765,0.6217401591048445,0.6361788084763631,0.571053366004841
eda_scl_range,0.6415567091498515,0.9999320553219432,0.6260288704382384,0.6565899468942203,0.0,0.55565526056819,0.6415565687630599,0.8249637980723142,0.8249637980723146,0.8442980269399355,0.994610935314142,0.9946881462632204,0.9931540484947142,0.9946013491694411,0.9511524131579626
eda_scl_slope,0.05217775644929322,0.5563051633429108,0.038583208242690896,0.06569875705962534,0.55565526056819,0.0,0.05217754851469288,0.6158318392195842,0.615831839219584,0.9066758980497283,0.5665699475626413,0.5758711317540488,0.5776980476580145,0.5664659855325136,0.698936996777826
eda_scl_auc,0.9999999999996725,0.6413972858476631,0.9997982016841317,0.9998044380622244,0.6415565687630599,0.05217754851469288,0.0,0.4646151398266238,0.464615139826624,0.35349025195473927,0.6207971898205492,0.6105447648909573,0.6062394386539581,0.6208932132485907,0.5557865952549261
eda_scr_count,0.46461524553962436,0.8243706780408352,0.45071352562719,0.4780793697705479,0.8249637980723142,0.6158318392195842,0.4646151398266238,0.0,0.9999999999999998,0.8255084239235387,0.8326318842544196,0.8287808908498883,0.8288930453337146,0.8326401882936787,0.7539108092236368
eda_scr_rate,0.46461524553962447,0.8243706780408351,0.45071352562719025,0.478079369770548,0.8249637980723146,0.615831839219584,0.464615139826624,0.9999999999999998,0.0,0.8255084239235385,0.8326318842544198,0.828780890849888,0.8288930453337144,0.8326401882936788,0.7539108092236368
eda_scr_amp_sum,0.35349046169063547,0.8443466380984411,0.33731983917031494,0.3693888055014082,0.8442980269399355,0.9066758980497283,0.35349025195473927,0.8255084239235387,0.8255084239235385,0.0,0.8525180003938789,0.8588022822302323,0.8599447071468844,0.852439573668863,0.9133472584794604
eda_phasic_mean,0.6207973805991597,0.9941824597886187,0.6051135270698554,0.6360847046250095,0.994610935314142,0.5665699475626413,0.6207971898205492,0.8326318842544196,0.8326318842544198,0.8525180003938789,0.0,0.9974247664342784,0.9967392637555844,0.9999998494793363,0.9549539919514198
eda_phasic_std,0.6105449571610293,0.9941401579670616,0.5946889275716571,0.6260056374449765,0.9946881462632204,0.5758711317540488,0.6105447648909573,0.8287808908498883,0.828780890849888,0.8588022822302323,0.9974247664342784,0.0,0.9998032604815595,0.9973866238987926,0.9569352833013881
eda_phasic_max,0.6062396390204481,0.9925798348505289,0.5903599525445348,0.6217401591048445,0.9931540484947142,0.5776980476580145,0.6062394386539581,0.8288930453337146,0.8288930453337144,0.8599447071468844,0.9967392637555844,0.9998032604815595,0.0,0.9966952699378882,0.9564762672444536
eda_phasic_auc,0.6208934039395351,0.9941737712098543,0.6052113251339931,0.6361788084763631,0.9946013491694411,0.5664659855325136,0.6208932132485907,0.8326401882936787,0.8326401882936788,0.852439573668863,0.9999998494793363,0.9973866238987926,0.9966952699378882,0.0,0.9549155093861188
eda_phasic_energy,0.5557867979519383,0.9509535903016056,0.5401738977723279,0.571053366004841,0.9511524131579626,0.698936996777826,0.5557865952549261,0.7539108092236368,0.7539108092236368,0.9133472584794604,0.9549539919514198,0.9569352833013881,0.9564762672444536,0.9549155093861188,0.0
