model_name,alpha,l1_ratio,train_r2,test_r2,train_mae,test_mae,pearson_r,pearson_p,spearman_r,spearman_p,cv_mean,cv_std,n_samples,n_train,n_test,n_features
CV-Optimized,0.06210169418915616,0.1,0.39486818144945335,0.29941980754304776,0.06248102998602892,0.0606808919152393,0.7982854793451521,0.017539809049702197,0.7142857142857144,0.04652823228416724,-0.07026933955113532,0.33821608819297766,37,29,8,15
