PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.34754828885392014,0.34754828885392014
PC2,0.17966920235629108,0.5272174912102112
PC3,0.1023298182684619,0.6295473094786731
PC4,0.0885818917339302,0.7181292012126033
PC5,0.05816990943007465,0.7762991106426779
PC6,0.04448906764183134,0.8207881782845092
PC7,0.037565727745170634,0.8583539060296799
PC8,0.03399847505126381,0.8923523810809437
PC9,0.026122783219896747,0.9184751643008404
PC10,0.023650342129299305,0.9421255064301397
PC11,0.013615063557791508,0.9557405699879312
PC12,0.009523094590921783,0.965263664578853
PC13,0.007392500621579387,0.9726561652004324
PC14,0.007011304619372385,0.9796674698198048
PC15,0.005859565955798069,0.9855270357756029
PC16,0.004333750371430195,0.9898607861470331
PC17,0.0038284463661074834,0.9936892325131406
PC18,0.0031354472552809214,0.9968246797684215
PC19,0.0015081434875400914,0.9983328232559616
PC20,0.0009582527749237222,0.9992910760308853
PC21,0.00059848432278987,0.9998895603536752
PC22,0.00011043964632502954,1.0000000000000002
