feature,pca_energy_score
ppg_red_signal_energy,0.16699716988043645
ppg_red_max,0.16621012597293686
ppg_red_iqr,0.16498521684892903
ppg_red_impulse_factor,0.16489608869064568
ppg_red_tke_mean,0.16421358288751794
ppg_red_ddx_std,0.16211553136754042
ppg_red_tke_std,0.16158290860279995
ppg_red_min,0.15970981572476783
ppg_red_dx_kurtosis,0.15891269124927845
ppg_red_shape_factor,0.1572417163419072
ppg_red_ddx_kurtosis,0.1559173227559312
ppg_red_crest_factor,0.1548168499907641
ppg_red_clearance_factor,0.15029679802003856
ppg_red_kurtosis,0.14601387297507407
ppg_red_median,0.12820306121226255
ppg_red_skew,0.12312865228841763
ppg_red_ddx_mean,0.12260832142692157
ppg_red_mean,0.11440275561870254
ppg_red_trim_mean_10,0.09038046619956507
ppg_red_dx_mean,0.08877007945974365
ppg_red_mean_cross_rate,0.08506184047302241
ppg_red_zcr,0.0837058144884137
