PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3475482888539196,0.3475482888539196
PC2,0.1796692023562915,0.5272174912102111
PC3,0.10232981826846241,0.6295473094786735
PC4,0.08858189173393012,0.7181292012126037
PC5,0.05816990943007452,0.7762991106426782
PC6,0.04448906764183141,0.8207881782845096
PC7,0.03756572774517039,0.85835390602968
PC8,0.03399847505126382,0.8923523810809438
PC9,0.02612278321989653,0.9184751643008404
PC10,0.023650342129299243,0.9421255064301397
PC11,0.01361506355779145,0.9557405699879311
PC12,0.009523094590921675,0.9652636645788528
PC13,0.007392500621579276,0.9726561652004321
PC14,0.007011304619372348,0.9796674698198045
PC15,0.005859565955798095,0.9855270357756025
PC16,0.00433375037143021,0.9898607861470328
PC17,0.0038284463661075207,0.9936892325131403
PC18,0.0031354472552809418,0.9968246797684213
PC19,0.0015081434875400983,0.9983328232559614
PC20,0.0009582527749237015,0.9992910760308851
PC21,0.0005984843227898692,0.9998895603536749
PC22,0.00011043964632502885,1.0
