feature,reason,value
ppg_red_diff_mean,|corr|>=0.95,1.0
ppg_red_tke_mean_abs,|corr|>=0.95,1.0
ppg_red_diff_std,|corr|>=0.95,1.0
ppg_red_signal_rms,|corr|>=0.95,1.0
ppg_red_diff_rms,|corr|>=0.95,0.999999521117157
ppg_red_rms,|corr|>=0.95,0.9999945400229848
ppg_red_mad,|corr|>=0.95,0.9971103397667626
ppg_red_std,|corr|>=0.95,0.9958015731778012
ppg_red_p99,|corr|>=0.95,0.995600145959734
ppg_red_range,|corr|>=0.95,0.9955254332203131
ppg_red_mean_abs,|corr|>=0.95,0.9930376851502366
ppg_red_p90_p10,|corr|>=0.95,0.9898446817846466
ppg_red_p95_p5,|corr|>=0.95,0.9895479207966057
ppg_red_dx_std,|corr|>=0.95,0.9892214013318233
ppg_red_p1,|corr|>=0.95,0.9880081370650788
ppg_red_p99_p1,|corr|>=0.95,0.9794385736346164
ppg_red_p5,|corr|>=0.95,0.9783838721992631
ppg_red_p95,|corr|>=0.95,0.9747937987093153
ppg_red_tke_p95_abs,|corr|>=0.95,0.9745767894321464
ppg_red_p90,|corr|>=0.95,0.9589864773049286
ppg_red_p10,|corr|>=0.95,0.953524306706342
ppg_red_diff_mean_abs,|corr|>=0.95,0.9530464674048674
