feature,nan_ratio,variance
eda_scr_amp_std,0.6525821596244131,0.0
eda_scr_amp_max,0.6525821596244131,0.0018653936078716717
eda_scr_recovery_mean,0.6525821596244131,0.0
eda_scr_rise_std,0.6525821596244131,0.0
eda_scr_rise_mean,0.6525821596244131,0.03816458323822134
eda_scr_amp_mean,0.6525821596244131,0.0018653936078716717
eda_phasic_auc,0.0,2.7148441050635665
eda_phasic_max,0.0,0.0016466410032258429
eda_phasic_std,0.0,0.00010493056240365803
eda_phasic_mean,0.0,2.7036714244713605e-05
eda_scr_amp_sum,0.0,0.0031255526768082967
eda_scl_mean,0.0,865.5911970838673
eda_scl_std,0.0,0.019905169796208332
eda_scr_rate,0.0,0.002267186845643501
eda_scr_count,0.0,0.22671868456435013
eda_scl_auc,0.0,88083434.19595568
eda_scl_slope,0.0,9.773315548246252e-06
eda_scl_range,0.0,0.1993562184566995
eda_scl_max,0.0,873.9986648928115
eda_scl_min,0.0,857.230820175841
eda_phasic_energy,0.0,0.03393783737069145
