,PC1,PC2,PC3,PC4,PC5
eda_scl_min,0.18165118707188593,0.8448547424891987,0.4608060271702903,0.2017636221088288,-0.013136074221149064
eda_scl_slope,0.49281386988044773,-0.28504147695430443,-0.007137457016248389,0.7433180470863228,-0.3511597694102813
eda_scr_count,0.4745066779502553,-0.3042480039896497,0.596002868912758,-0.5286253797461947,-0.2182025499046246
eda_scr_amp_sum,0.5291780092948886,-0.04546529599896865,-0.11319698422659522,0.027121680737296656,0.8392582430541943
eda_phasic_energy,0.4679224112480003,0.33217146090123223,-0.6477452315846415,-0.355793962837309,-0.35291289092704065
