,PC1,PC2,PC3,PC4,PC5
eda_scl_slope,0.4928138698804483,-0.2850414769543047,-0.007137457016247071,0.7433180470863225,-0.3511597694102811
eda_phasic_energy,0.4679224112480007,0.332171460901229,-0.6477452315846428,-0.35579396283730863,-0.35291289092704015
eda_scr_count,0.47450667795025514,-0.3042480039896465,0.5960028689127592,-0.5286253797461948,-0.21820254990462457
eda_scr_amp_sum,0.5291780092948885,-0.04546529599896926,-0.11319698422659445,0.0271216807372964,0.8392582430541939
eda_scl_min,0.18165118707188604,0.8448547424892013,0.4608060271702859,0.20176362210882895,-0.01313607422114924
