feature,reason,value
ppg_red_lf_power,nan_ratio>0.1,0.463898916967509
ppg_red_hf_power,nan_ratio>0.1,0.463898916967509
ppg_red_total_power,nan_ratio>0.1,0.463898916967509
ppg_red_sdsd,nan_ratio>0.1,0.2444043321299639
