PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.43134202962237406,0.43134202962237406
PC2,0.3158454276466977,0.7471874572690718
PC3,0.10449740532924646,0.8516848625983182
PC4,0.054413460498263684,0.9060983230965819
PC5,0.03691417314179912,0.943012496238381
PC6,0.02632354525797326,0.9693360414963543
PC7,0.020233463189391017,0.9895695046857453
PC8,0.00586718655542474,0.9954366912411701
PC9,0.003792391467428435,0.9992290827085984
PC10,0.0007644082555653414,0.9999934909641638
PC11,6.509035836015694e-06,0.9999999999999998
