PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.4313420296223759,0.4313420296223759
PC2,0.3158454276466973,0.7471874572690732
PC3,0.10449740532924565,0.8516848625983189
PC4,0.05441346049826348,0.9060983230965823
PC5,0.03691417314179882,0.9430124962383811
PC6,0.026323545257973344,0.9693360414963544
PC7,0.02023346318939107,0.9895695046857456
PC8,0.0058671865554247,0.9954366912411703
PC9,0.003792391467428431,0.9992290827085987
PC10,0.0007644082555653353,0.999993490964164
PC11,6.509035836016386e-06,1.0
