,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
ppg_red_hr_max,-0.3836970054978773,0.26840499917550764,0.06573193898141778,-0.13543176118111322,0.22656571347966792,-0.12291742593075246,0.0728754646926464,0.3521196947695238,0.11661642019594827,0.15982166551465832,0.7233192459092599
ppg_red_mean_ibi,0.40060852593362817,-0.19631906213594186,-0.20066450512981454,0.09193713603710445,-0.15482625876486703,0.16412461000978734,-0.07074991317747413,0.5421670194047532,0.6071124768613447,0.18386179861739432,0.001883740764074924
ppg_red_rmssd,0.3472729279354431,0.27176551981424385,-0.1265230293172969,0.20516267736318014,-0.0598286315281206,-0.2751514305167583,0.653315323136009,0.2985312648773695,-0.25645369039244814,-0.2940185961859328,0.0004266077761886947
ppg_red_cv_ibi,0.20151416327554297,0.4634712159126961,-0.02466186459645449,0.2593751619576898,-0.008231333775107728,0.055351263411708734,0.1598035085638306,-0.3716365546182052,0.08835472890438074,0.7085514967030487,-0.008282687916697631
ppg_red_pnn50,0.3602203056969466,0.1821322503283231,0.06223505911131155,-0.3390757011783516,-0.11112669066920794,-0.7162652268515076,-0.4354876216437076,-0.00434292063885814,-0.00542840832701854,0.05600960835624719,0.001936764382729117
ppg_red_pnn20,0.31069517191573454,0.08198546583524831,0.3325548488350843,-0.7434298507064556,0.05099190045562279,0.36681887800305024,0.3029365907814737,-0.05430321603447281,0.037968110521825395,0.01210675722816849,-0.0015465025765255905
ppg_red_hr_min,-0.4320279996118002,0.06519306396174938,0.09347025851176322,-0.15035090904681447,0.22818684922425386,-0.3227072247412783,0.2814312537263848,0.1588982945045005,0.3572852067960778,0.13457208992451633,-0.6093732935350252
ppg_red_n_peaks,-0.3383934268145586,0.15121128754426352,-0.17248746802995601,-0.2037138541378675,-0.8812584763800596,0.02148649458071182,0.10827620160425462,-0.02100413746572963,0.0427789860341621,0.013341842507608035,0.011074589816882122
ppg_red_hr_range,-0.056167667662507574,0.5072631324648595,-0.05801230934827286,-0.03140434170555398,0.05583884160771224,0.3355786223047095,-0.3798045130053874,0.47783574928498107,-0.37408289268463374,0.047228357155638175,-0.3235732670423693
ppg_red_hr_std,0.020614379469956045,0.5249593009629501,0.048239815402012526,0.12864307774069236,0.051787206992147956,0.11724378747526086,-0.1401933674972617,-0.25944606410074533,0.522824918078638,-0.572611184185353,0.02219761824322653
ppg_red_peak_quality,-0.007399369172410396,0.029130757065217772,-0.8832608506663558,-0.3384351102630927,0.26760911864915504,0.025092677415666367,0.0327499954360977,-0.17474322103252565,0.0015120535922654125,-0.021779071084302735,0.008941004680631616
