PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3356153029427013,0.3356153029427013
PC2,0.19938302195168756,0.5349983248943888
PC3,0.11959755693584664,0.6545958818302354
PC4,0.06024444981626608,0.7148403316465015
PC5,0.05521400510225782,0.7700543367487593
PC6,0.05040731661403706,0.8204616533627964
PC7,0.03786779136294798,0.8583294447257444
PC8,0.03605076183788515,0.8943802065636295
PC9,0.028838156142282557,0.9232183627059121
PC10,0.01829211273115444,0.9415104754370665
PC11,0.017698056647775278,0.9592085320848417
PC12,0.010137913335155064,0.9693464454199967
PC13,0.0074388739110712535,0.9767853193310679
PC14,0.0067337791500760415,0.9835190984811439
PC15,0.00644883468506627,0.9899679331662102
PC16,0.004270409652413355,0.9942383428186236
PC17,0.0035668954283051457,0.9978052382469287
PC18,0.0012927100419747866,0.9990979482889034
PC19,0.0007233040064477297,0.9998212522953511
PC20,0.00017874770464870493,0.9999999999999998
