,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
ppg_infra_mean,-0.03556174887719651,0.009338495595165372,0.5652193470877099,-0.07971101290800094,-0.2400581005037113,0.14535161523471407,0.030309672280204748,0.2303707342627114,0.015671671169463386,-0.25568180552290865,-0.04129094023072481,-0.04054032789057762,0.31836179569298156,-0.33562286907979993,0.2154307464259119,0.08684809976713641,-0.11178481840842418,-0.05629512447567026,-0.18129749289517685,-0.02825015397126137,-0.07719473323439563,-0.3823035398717535,0.024905061459296097,0.03305677177903723
ppg_infra_min,-0.33308978072053397,0.017199183217770857,-0.038580855702383565,-0.012880246559480607,-0.1136177845792217,0.0725446707297398,0.09404106780613386,0.05327723417961498,0.062291057393196514,0.020499000135406977,-0.003818403701092409,0.17664455534370635,0.431206613544138,0.011183918902375026,0.05260362915037433,-0.09664148731154734,-0.2323488800724074,-0.16386575703218528,0.6631086979007911,0.14210620722729814,0.2244892481520859,0.16333242726407257,0.05143990347783778,-0.055620179257863805
ppg_infra_max,0.3313212311819615,-0.007053135839227907,-0.01071383990363273,0.0014193073335998668,-0.16399115961207664,0.05539085215568955,-0.04479713602737101,0.04040930557871305,-0.05046149256635506,-0.01947993682653971,-0.06237551489601951,-0.21064430348398136,0.03926805471612917,-0.5400862324528244,0.15840808982712654,0.08189009417558453,0.18823680767595535,0.17819976642551405,0.06662902960967777,0.07674640447046649,0.21492353653392263,0.585929346024098,-0.11079809278899659,0.030622411829628007
ppg_infra_median,-0.044079440419779764,0.001393946561865822,0.4564015535050297,-0.018824043632137046,0.28573623965416683,0.06208217841162098,-0.2583863466137993,0.04257938677172405,-0.28336812500612224,0.7159297678136907,-0.04971820977146828,0.04465127860398075,0.01764595124322642,-0.020864804775359836,0.036368349063756134,0.037134316412317854,-0.017337398089263614,-0.015880908865790366,0.0687418144284858,0.026660044589101303,-0.13235021734138502,0.10331075447910518,-0.018154644671369506,0.006875233300038623
ppg_infra_iqr,0.304451605537161,-0.1558954968872007,0.027220689538706683,-0.023661237431579156,-0.01721239770905323,-0.039104759564795165,-0.10212589817189288,-0.1181807425285068,-0.21221213271683842,-0.08186589814151186,-0.09538703751157428,0.3118405799038665,0.19602740033861776,0.32376657396960623,0.19211342560503436,-0.010797167685372101,-0.23530512816000523,-0.13091582043906483,-0.34577488864092304,0.4230834984375312,0.32368641522199587,0.0860378355864932,-0.17703876628449247,0.050425400912816
ppg_infra_skew,0.07381820347901748,0.03829987277248557,-0.07626775215548919,-0.09831200004040501,-0.759025026340566,0.1276036794524287,0.10327721321128026,0.35047273733010736,-0.1824652087110959,0.3093834188514776,0.03701890398817336,0.12059213401551108,-0.17211742749151393,0.20922668595580024,-0.15816435087819883,-0.021523862646073838,0.07396190317883217,0.03456504662796253,-0.019755861301463947,-0.017827994372348544,0.000618524839114092,-0.02118215365705233,0.001949658588863204,0.008537506699698208
ppg_infra_kurtosis,0.05440378472951585,0.40125934119293377,0.003801630261644807,0.04107348776354248,0.0009901615572195834,-0.005485885712000433,-0.11985634892196333,-0.07130061481468514,0.030551012830905003,-0.07418620536504357,-0.34938607623965573,0.23595634986846833,0.19225368794384617,-0.020760690179436762,-0.49224080648479046,0.5333718330665017,0.06585243563402467,0.15488250334205772,0.031280488148468635,0.07905042814084112,-0.027421965534882724,-0.04297559448756145,-0.1168363639773604,-0.12118216276579379
ppg_infra_diff_mean_abs,0.32767454406535873,-0.1026305380410793,0.027588929186109355,0.10942373548857764,-0.04467910096302201,-0.021209159452172575,-0.05546840007322618,-0.013698789326204703,-0.025047445086215297,-0.041319017247213465,-0.03065774465694525,0.039368300378612685,-0.16306623632188968,0.12326150073648823,0.2740370917279405,0.399585674169034,-0.26681279794307233,-0.10980231242881319,0.16879652488422633,-0.2943043340133635,-0.0016284505889685172,0.04800317007804059,0.44877545420452597,-0.4245214873241661
ppg_infra_signal_energy,0.3194224442847965,-0.11024866938059649,0.026728388646798093,-0.008957242502678025,0.012258001542850434,0.025128881350638822,-0.15102693847968085,-0.07991167812459171,-0.020877310175510477,0.005350967601065126,0.022999274101274933,0.1680446297823396,0.42493439584907744,-0.040774255803468086,-0.35233990484630257,-0.49946242719170736,0.16499299601189746,0.035120500634156886,-0.08283268431283244,-0.36247918448377814,0.05710823015790713,0.0006988467365714981,0.22835258842405018,-0.21876357941551805
ppg_infra_zcr,-0.05818495637939011,-0.01152228376567808,0.059365926147364835,0.6779928332570322,-0.060900773990684054,-0.007847717269363213,0.030887171923962353,0.0034018164641362383,-0.11265658934250149,-0.013315935872287802,0.172455503493397,0.04981855103987262,0.025470984581974047,-0.0012637847934928597,-0.011301842552553804,-0.09871478213361826,-0.31312194659382525,0.6098305159444778,-0.007133335885953666,0.03194580427769704,-0.019952909941390314,-0.02696391294430743,-0.015524177061256294,0.02359135782199575
