,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
ppg_infra_p5,-0.33000602796682976,0.08824942991816027,-0.0006615225652282756,0.012771515447676601,-0.058610742516235916,0.019115194349910877,0.14084459645888814,0.06542181974499746,0.17096232504922532,-0.008312309300319603,-0.0829709640662967,0.08023766852468506,0.23019684989868758,0.16668073137028186,0.12893304801678257,0.01409288895619115,-0.08853876445900745,-0.03592056767576295,-0.42742248721123394,-0.18434390067815276,-0.3793455658135018,0.569121037689816,-0.006870900077973411,-0.14615312060132948
ppg_infra_p90,0.3218455484794185,-0.12326846801116895,0.03610504544682307,-0.027801198483205912,-0.06139102171869239,-0.02636313860261421,-0.0650151784529912,-0.05009220865209041,-0.13872333179597107,-0.24455902759164233,0.06343595184062809,0.10147696270038394,-0.005027075239066011,0.01822042729494407,-0.06690005751458432,-0.09109926222700208,-0.06317249591811461,-0.08813277756533675,0.32205742445016966,0.20835901656642108,-0.7476227545312446,0.0991589201991523,-0.12312700606294615,0.13642469936526455
ppg_infra_trim_mean_10,-0.06502280722377493,-0.008443646048290246,0.5796961049622692,-0.06009317294989769,0.07841826928642791,0.05266273312819436,-0.022099582197563826,0.15347623173125458,0.04001766107857927,-0.38266363461846764,0.052287413335896836,-0.020060093798443167,-0.32341793571431554,0.3466162262398574,-0.23696864765950507,-0.09535987362635218,0.12874753009819612,0.08305780843179565,0.13729973757324931,-0.005391860320823918,0.21926275582540933,0.29891523693418104,-0.00670914209660487,-0.04572386866415084
ppg_infra_crest_factor,0.08483390574172914,0.3803134972678398,0.008759023145943236,0.1111604707366303,-0.07192623236162503,-0.02680401405307757,-0.07197274379385316,-0.022567933294008885,-0.026380416046724343,-0.0168734901681509,-0.5766552217150971,-0.25726099373753647,-0.10314752843624357,0.13632634138829963,0.2651880660989179,-0.41364473070564467,-0.0431208561180867,-0.012481585720162579,0.11687487864676985,-0.04000314142657224,-0.03604683295309193,-0.11196417834122867,-0.23862558115602603,-0.25642052864267795
ppg_infra_shape_factor,0.05427976065077474,0.39223361970640824,0.00018336440513193604,-0.007039687270312053,-0.05891847990878899,-0.01270869972157827,-0.24331472327987916,-0.013202794959883983,0.06445294399286206,0.011835220435944871,0.4758992982149325,-0.1479429837254677,-0.1205357521657678,-0.18348258301836987,-0.23631437655639131,-0.09312123200739438,-0.4515716099930335,-0.3251080207887791,-0.11761233381672587,0.031367747281964106,0.056030457415299835,0.06764931900237527,-0.19296885207369935,-0.21305815954486013
ppg_infra_impulse_factor,0.07326554304668709,0.4206619101339565,0.006794282283423507,0.05763510431510951,-0.040864398038184396,-0.010570488507368516,-0.15892727255834305,-0.03068687610757344,0.03172458481452799,-0.027965173348695256,-0.10523858063996881,-0.05296625301977007,0.0016779961975962895,0.06450823416473984,0.018152698667169464,-0.09261069652014622,-0.09471458203440111,-0.07583444624768552,-0.04819641771493784,0.046498195129894705,0.01566832484752287,0.1096223935957431,0.594022095901823,0.6109464565740419
ppg_infra_clearance_factor,0.05934333444184398,0.3904163910141065,0.0041626631115100335,0.01670100627196945,-0.023125524187337286,-0.012460790896763158,-0.2218976892569958,-0.03388408781204025,0.08256895366968202,-0.02758622434719126,0.46007379470934534,0.18780428623057865,0.1597157278084613,0.21274076369298933,0.4363542887168836,0.06268179752873497,0.47802043636913366,0.1278966911830329,0.09187196175504841,-0.006028349317794807,-0.027120590962182223,-0.07172962189105257,-0.08637640698018198,-0.07988827086199331
ppg_infra_mean_cross_rate,-0.0551313392246771,-0.05188359837774481,0.05975745129830375,0.6736889506580304,-0.05400087902599571,0.001985095349297983,0.08409303007709334,0.014720011073587223,-0.1395862288159915,-0.029024037346567347,-0.01906999735719286,-0.01353866830163647,0.0042378825449484354,-0.04622878704184906,-0.08220977776029584,0.05799812927119055,0.36536528077294916,-0.5964647516917881,-0.04005196958105929,0.029514266813126532,0.02792856822217241,0.021565574953687185,-0.020967779934748576,0.007719571398566899
ppg_infra_tke_std,0.2752046293641904,0.008322151758145886,0.08158820059063823,0.09474884349276286,0.10334648083668768,0.05727244025941833,0.26540308639648535,0.20067983128728134,0.5892827315011262,0.24007783572953317,0.018700327760398323,-0.08905460737087535,0.034192328210102624,0.04112207358534697,-0.06513687303086696,-0.07553406066103487,0.06464825031487732,0.02560847976319644,-0.04222492486424558,0.5101213175394295,-0.07379212671711156,-0.046917488186218805,0.19773781994541945,-0.21051938387619243
ppg_infra_tke_mean_abs,0.31413114213494947,-0.06495051213792845,0.06209261981711501,0.11717338930694388,0.03724046488735767,0.035036614224576754,0.06403338038147789,0.1009718134308818,0.4150850057299182,0.14250109535822336,-0.011595121091346274,-0.01270337806814772,0.10728254433501036,0.19068887550670108,0.013161969676429935,0.12177998534238067,-0.1541457045902003,-0.08498612260564986,0.11696394110736145,-0.4575798235582485,0.08012205875785677,0.0020139850473704928,-0.418527677551553,0.41376588399979497
ppg_infra_dx_mean,-0.014593440165275919,-0.032005861506174973,0.021083697528622703,-0.00929094657820169,-0.0060995312880847,-0.9046956415082448,-0.09010242705465064,0.40283463590070384,-0.006216071014989062,0.004675525782844724,-0.01717382561041945,-0.0020086268984030216,0.08220459666995285,-0.036211689243142955,-0.011151044121788287,0.0003185448021416735,0.008202267452914134,0.0021178718965884267,0.016744810725794375,0.00044564605382774533,0.017516301340275174,0.008162768209846169,0.006854615078448935,0.0007883494573282226
ppg_infra_ddx_mean,0.041161066189314414,0.027886546079548557,-0.3199849592861131,0.037530025641152355,0.37455815982426766,0.3376468921692877,-0.1844994606418136,0.7366974533504342,-0.180551451914977,-0.15559897759145985,-0.02593224760882655,0.012867973683705508,0.04939099400910837,0.02216229968569141,0.016008898616471114,0.0015301505390692498,-0.029589464417620528,-0.006865555473184322,-0.025208234613486105,-0.004778332570046739,-0.007781874635217495,-0.009923950918479307,-0.005785054689339359,-0.007492307179803781
ppg_infra_dx_kurtosis,0.12284129387826109,0.2921921027643826,0.06016954809098814,-0.040839018390989336,0.19852187521606407,-0.054426491405420434,0.523640879545521,0.053710603915622955,-0.10304449832835712,0.007965174328916988,-0.0025832798615693826,0.5977889294048204,-0.2661616893738122,-0.28598601112536826,0.09151925430253648,-0.1571809343208963,-0.04528269405580024,-0.047630099008814326,0.001821033391123562,-0.11911583128341519,0.0355546668699143,0.015212585699522024,-0.026375618348597432,0.018275229288205165
ppg_infra_ddx_kurtosis,0.17883417791344017,0.21186328086305828,0.03192496632991943,-0.0959330444246225,0.14044510825716092,-0.05261875648560563,0.5456792589206988,-0.022192439815770796,-0.4183027426023494,0.008637158825692487,0.175925456133547,-0.460406737482687,0.31144993400614573,0.23559675577885603,-0.0820151897382088,0.11230843554357162,-0.008367248411773767,0.024111712003174603,0.020371651445368927,-0.03033486030381362,0.011590292286817894,0.0052125566925051905,0.010444782007054757,-0.008850890540640376
