feature,nan_ratio,variance
ppg_infra_mean,0.0,57073.617710253115
ppg_infra_std,0.0,11886591.897605296
ppg_infra_p95_p5,0.0,133658731.6537579
ppg_infra_p99_p1,0.0,282267058.9312346
ppg_infra_trim_mean_10,0.0,77244.22788546562
ppg_infra_mean_abs,0.0,6771483.200514064
ppg_infra_rms,0.0,11926521.64249945
ppg_infra_crest_factor,0.0,0.46077365751760746
ppg_infra_shape_factor,0.0,0.03533287341551368
ppg_infra_impulse_factor,0.0,2.4885226799417195
ppg_infra_clearance_factor,0.0,15.560102383583349
ppg_infra_mean_cross_rate,0.0,0.005841876331782644
ppg_infra_tke_mean,0.0,24677898750878.88
ppg_infra_tke_std,0.0,208080453045598.0
ppg_infra_tke_mean_abs,0.0,24677898750878.88
ppg_infra_tke_p95_abs,0.0,6028115.639541017
ppg_infra_dx_mean,0.0,1249.455152557214
ppg_infra_dx_std,0.0,1420059.6736357145
ppg_infra_ddx_mean,0.0,150.36600941451783
ppg_infra_ddx_std,0.0,1336728.4035442548
ppg_infra_dx_kurtosis,0.0,31.91610413094497
ppg_infra_p90_p10,0.0,70754112.91245285
ppg_infra_p99,0.0,74871068.99839193
ppg_infra_p95,0.0,35446212.98263331
ppg_infra_diff_mean,0.0,1249.455152557214
ppg_infra_min,0.0,92847474.74650867
ppg_infra_max,0.0,94238537.87967844
ppg_infra_range,0.0,359589959.3235599
ppg_infra_median,0.0,189776.6554440352
ppg_infra_iqr,0.0,16220814.861780904
ppg_infra_mad,0.0,3987965.278362438
ppg_infra_skew,0.0,0.3691502460594799
ppg_infra_kurtosis,0.0,4.966553003167453
ppg_infra_diff_std,0.0,1420059.6736357145
ppg_infra_p90,0.0,18347277.034921177
ppg_infra_diff_mean_abs,0.0,615139.3052880325
ppg_infra_diff_rms,0.0,1420886.7624488273
ppg_infra_signal_rms,0.0,11926521.64249945
ppg_infra_signal_energy,0.0,3.714689683820937e+19
ppg_infra_zcr,0.0,0.00663490315522969
ppg_infra_p1,0.0,70920207.78926656
ppg_infra_p5,0.0,32990790.430851687
ppg_infra_p10,0.0,17770174.30563086
ppg_infra_ddx_kurtosis,0.0,104.98280753823491
