,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
ppg_infra_signal_energy,0.2779965669779192,-0.30382151036095695,0.013180751837687996,0.04776200541138612,0.12537783544661868,0.03727946325260195,-0.09891137562751594,0.13192420698484736,0.0951108365185164,-0.13099528336516392,0.11897811798909566,0.13546780208131257,-0.03960677427877704,-0.046931780706224134,0.015286703044385733,0.6256809418879529,0.43538677381170077,-0.3664394022548412,0.06698032276894249,-0.033734733281233574
ppg_infra_impulse_factor,0.2578367848905616,0.35495489975653993,-0.0023326671484207658,-0.07088259159786134,0.1207862697889224,0.0006417490852264906,-0.06752792481828071,0.1017100604833114,0.018460599861199117,-0.08566663960572575,-0.14969625802692202,-0.13311487900714886,-0.006939047268015039,-0.0028579052153598367,0.022692182192243223,0.11148148069277847,-0.04545603461009705,-0.0034335743737979535,0.053412247397470865,0.840990098989008
ppg_infra_dx_kurtosis,0.2849282584169319,0.1455834944775775,0.02145043993643694,0.02392819410575849,-0.30012187197193185,-0.02479672171321676,0.3060678998613051,-0.4098469024434516,-0.08530545999066975,0.066211721737962,0.05982737580458978,0.16744443800483466,-0.07269638853483254,0.006928965957882718,0.6955336225176193,-0.002376220718003116,0.0899160798701426,-0.061394811115124265,0.002833492239136846,0.0017124359187286559
ppg_infra_min,-0.33349893884854737,0.20226655526120993,-0.013504674710632094,-0.12711788269119348,-0.0759542264756853,0.0018679149495568963,0.05061188586765492,-0.03287938681595206,-0.06330035926523306,0.12384744458683034,-0.040588912897242056,0.028201969567835376,0.2372975834364369,-0.32622843945538543,0.05425626157489622,0.45916512996157804,-0.2952170765217867,-0.19976442522014137,-0.5446998466435419,-0.007342501678968874
ppg_infra_p99,0.3261913499757287,-0.23060031450220794,-0.0069596033770535845,-0.08611936794061247,-0.011647257160636354,0.004774702084516603,-0.03628779242036106,0.09771647219508917,0.09334281446224216,-0.17959017863878696,0.08422524944829358,0.018004818930355174,-0.12937450492157773,-0.2881001090966301,-0.026928618798606748,-0.4059100338889634,0.19252907355681598,0.044751182185465956,-0.6802428498504667,0.08076124792394278
ppg_infra_ddx_std,0.31439977168662914,-0.2520089737813947,-0.0069052713152880805,0.0046636076146019355,0.10475244840200611,-0.04175771374558087,-0.011920218563968972,-0.05308789971663113,-0.0914641009457142,0.2453486984097615,-0.13504059700836324,-0.050193099418448996,0.0909696845633619,-0.012690811292939353,-0.060854542162754946,-0.24778092264386642,-0.45418429258927046,-0.6658549870965565,0.09691956429130605,-0.0024115738499777624
ppg_infra_mad,0.26872646475087525,-0.31474160474302676,-0.00350662650654721,0.03446681789864107,0.05917339686013021,0.03208324231441875,-0.07233240657619192,0.09836780398447734,0.10675038834584208,-0.32762799803130316,0.15597486789357154,0.056887146269623816,0.2533127282975752,0.0311137468129835,0.22602696452526844,0.20172806558338977,-0.5759402007311825,0.41278470075563706,0.039775354279912974,-0.03444211601137049
ppg_infra_shape_factor,0.23334189703207858,0.343201869326242,-0.005824629083010182,-0.043897055389947565,0.08366781150220903,0.006544372887576959,-0.11717284922710434,0.2055384117677709,0.0208303274146864,0.16462624012273044,0.23488387101158958,-0.15229801309227792,-0.682140627768198,-0.1466297272614528,0.016055284297723935,0.14566865095476128,-0.26772178955747633,0.04039230329621254,0.018664423033814086,-0.27374366808727035
ppg_infra_ddx_kurtosis,0.28712946125467126,0.08582263712819184,-0.012250930063916726,0.0096694387964496,-0.33640448598059847,-0.020107025639153425,0.3722847434043708,-0.3615840487448013,0.06186227648977609,-0.10564368195750398,0.28117532072066814,-0.20667434728244652,0.0818494002792229,0.02505751683869644,-0.5969866371864242,0.15168440789520726,-0.05182291323847853,0.029237144171650097,0.0009600850232270771,-0.002282236982683161
ppg_infra_crest_factor,0.2531006965963968,0.29885835545517625,0.003445920496902863,-0.11654158952825176,0.15810817604341104,-0.013404383140386358,0.0038563213768338963,0.008983891180964189,0.03943108639411319,-0.3057428148587466,-0.4617775060209554,-0.47597511487272154,0.2546427550922803,0.024172469292176636,0.10485861290849553,0.01552728744236273,0.13215465232610354,-0.03315243516293729,-0.03729984430267822,-0.41989679051522705
