PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.33588184910633206,0.33588184910633206
PC2,0.2145490320009199,0.550430881107252
PC3,0.0998163515595566,0.6502472326668086
PC4,0.08179430336986408,0.7320415360366727
PC5,0.051760362040665184,0.7838018980773378
PC6,0.044325010239278234,0.8281269083166161
PC7,0.038472675833300246,0.8665995841499163
PC8,0.028788243137376514,0.8953878272872928
PC9,0.024092752333289287,0.9194805796205822
PC10,0.021709626098985323,0.9411902057195675
PC11,0.013837288655352614,0.9550274943749201
PC12,0.009972773411204696,0.9650002677861248
PC13,0.006466743571066361,0.9714670113571912
PC14,0.006171558890508992,0.9776385702477002
PC15,0.005174627969027887,0.9828131982167281
PC16,0.004549130333655365,0.9873623285503834
PC17,0.003547594173823707,0.9909099227242071
PC18,0.0031536731562647807,0.9940635958804719
PC19,0.0017853605222552915,0.9958489564027272
PC20,0.0016556837041164026,0.9975046401068436
PC21,0.0011895134216578787,0.9986941535285014
PC22,0.0008236219260424844,0.9995177754545439
PC23,0.0002658171121345339,0.9997835925666785
PC24,0.00021640743332156025,1.0
