feature,pca_energy_score
ppg_infra_signal_energy,0.1783766491796408
ppg_infra_impulse_factor,0.17531288602749842
ppg_infra_dx_kurtosis,0.17530644933392933
ppg_infra_min,0.17074438397839503
ppg_infra_p99,0.16994565992246674
ppg_infra_ddx_std,0.16976209954701044
ppg_infra_mad,0.1696868821200013
ppg_infra_shape_factor,0.16748002348723925
ppg_infra_ddx_kurtosis,0.16402908480956968
ppg_infra_crest_factor,0.16297734756874524
ppg_infra_tke_std,0.16258546287951267
ppg_infra_clearance_factor,0.16146974341213866
ppg_infra_kurtosis,0.1570777410640818
ppg_infra_median,0.1333264573406542
ppg_infra_ddx_mean,0.12761873109724042
ppg_infra_skew,0.12501921572846703
ppg_infra_mean_cross_rate,0.1247169536105068
ppg_infra_mean,0.1183766018536793
ppg_infra_trim_mean_10,0.10126211214580408
ppg_infra_dx_mean,0.0856223645843531
