,ppg_infra_mean,ppg_infra_std,ppg_infra_min,ppg_infra_max,ppg_infra_range,ppg_infra_median,ppg_infra_iqr,ppg_infra_mad,ppg_infra_skew,ppg_infra_kurtosis,ppg_infra_diff_mean,ppg_infra_diff_std,ppg_infra_diff_mean_abs,ppg_infra_diff_rms,ppg_infra_signal_rms,ppg_infra_signal_energy,ppg_infra_zcr,ppg_infra_p1,ppg_infra_p5,ppg_infra_p10,ppg_infra_p90,ppg_infra_p95,ppg_infra_p99,ppg_infra_p90_p10,ppg_infra_p95_p5,ppg_infra_p99_p1,ppg_infra_trim_mean_10,ppg_infra_mean_abs,ppg_infra_rms,ppg_infra_crest_factor,ppg_infra_shape_factor,ppg_infra_impulse_factor,ppg_infra_clearance_factor,ppg_infra_mean_cross_rate,ppg_infra_tke_mean,ppg_infra_tke_std,ppg_infra_tke_mean_abs,ppg_infra_tke_p95_abs,ppg_infra_dx_mean,ppg_infra_dx_std,ppg_infra_ddx_mean,ppg_infra_ddx_std,ppg_infra_dx_kurtosis,ppg_infra_ddx_kurtosis
ppg_infra_mean,0.0,0.043724180752787646,0.0021898292014537104,0.08291790085798385,0.04356088664995483,0.4038012632307693,0.03909449947310572,0.04026205300979028,0.14976493334055116,0.021742239612856516,0.040678520829415865,0.04230207529318162,0.036134625958149,0.04233483394411453,0.044060204281930096,0.05425265297961435,0.008925375670025706,0.0023785966573133402,0.010069279243291252,0.026575767619633085,0.11190671492803345,0.10231058310029462,0.08930199670442245,0.04366721398664519,0.04768480210155864,0.04718488633156421,0.8254483082464223,0.04286588006420878,0.044060204281930096,0.003173254787750113,0.03144289356733796,0.02585044838239323,0.05737539680657863,0.011862238728961869,0.042922796885627855,0.04821326201755551,0.042922796885627855,0.04139646052626217,0.040678520829415865,0.04230207529318162,0.411569230886709,0.04349086188548201,0.04026107213085799,0.006812374368801077
ppg_infra_std,0.043724180752787646,0.0,0.9576222427233751,0.9687223130289822,0.9825217101774321,0.04947447138462084,0.9501398517033212,0.9487639995826112,0.11483020387065225,0.17105727196694326,0.046332777099462936,0.9482036752247764,0.9465660715841396,0.9482923402975381,0.9999936673574287,0.9400509006899359,0.2093363259014414,0.9690577311814926,0.9833186456309383,0.9786391277118333,0.9770864859890667,0.984094605162713,0.9745839426343648,0.9880047047762125,0.9953150641174701,0.9876742489671058,0.011529472036841019,0.9933091996451109,0.9999936673574287,0.23242671586113325,0.17246650613083275,0.1942698509132178,0.12472449111121223,0.20001173602469052,0.8124965157538442,0.7519977734734469,0.8124965157538442,0.9450882065795893,0.046332777099462936,0.9482036752247764,0.013159489357196739,0.9035119491481189,0.404290760086046,0.48914433183472544
ppg_infra_min,0.0021898292014537104,0.9576222427233751,0.0,0.922082377804953,0.9801790618437665,0.00909094630819468,0.8663294207611197,0.8644946316747613,0.008036501171359334,0.2686232712195853,0.009601824497553136,0.9334837869481967,0.9111813539690673,0.9335661055263818,0.9575956742650141,0.8853060130437583,0.19715008148448052,0.9933834602499256,0.9494002841102178,0.9120076994116145,0.9107637496147268,0.9290036165645996,0.9250929337527378,0.9208389757420118,0.9500933083472003,0.9743785100213103,0.04418630571170465,0.932836732416415,0.9575956742650141,0.32555675374720583,0.2590607495265435,0.2933035854902786,0.2065988070072166,0.18860145664443537,0.8024190411532055,0.7755105767518413,0.8024190411532055,0.930403530846344,0.009601824497553136,0.9334837869481967,0.025600146568255898,0.8936403321233403,0.47166932187428207,0.5313700011179339
ppg_infra_max,0.08291790085798385,0.9687223130289822,0.922082377804953,0.0,0.9804745540953677,0.08676748809320142,0.8862843766333285,0.8859363358393446,0.21278870297531335,0.24226995258034353,0.06824053134352691,0.9323520424644627,0.9156009911861451,0.9324605620367172,0.9687309790080567,0.8901033845827229,0.20427364808204418,0.9339501259631716,0.9401984072489301,0.931756601524668,0.9273682772363093,0.9609735078550808,0.9944996519640087,0.9391916350243701,0.9619853452219659,0.9803335962851831,0.05025731014079641,0.9482569709424237,0.9687309790080567,0.3117671576528958,0.23191886038607423,0.26782146529506795,0.1763936691183238,0.19615538675732794,0.7940626898424339,0.7528552905102861,0.7940626898424339,0.929643302604558,0.06824053134352691,0.9323520424644627,0.008929216275634777,0.8937133810658503,0.45669161413473497,0.5351558892425272
ppg_infra_range,0.04356088664995483,0.9825217101774321,0.9801790618437665,0.9804745540953677,0.0,0.03979942006466159,0.8939299572697665,0.8928194595933397,0.10484925047279327,0.260522796117994,0.03981341538199401,0.9516370261675313,0.9317289591043721,0.9517344097394943,0.9825126461204524,0.905527740285756,0.20475314205893813,0.9828924047609181,0.9637415843761681,0.9404193961335233,0.9375407841688604,0.964012667230402,0.9791885379595616,0.9487131149672808,0.9752471208605077,0.996980361423176,0.00327549936410997,0.9594504418385549,0.9825126461204524,0.3250305320230237,0.25036468645340065,0.28614437319718805,0.19528179938703802,0.1962532843060567,0.8142436566012793,0.7794751564369055,0.8142436566012793,0.948685147537325,0.03981341538199401,0.9516370261675313,0.008437262427423277,0.9116107856938346,0.4734669728402207,0.543971336460864
ppg_infra_median,0.4038012632307693,0.04947447138462084,0.00909094630819468,0.08676748809320142,0.03979942006466159,0.0,0.05235293729774565,0.05122179114423768,0.22276074813155022,0.022827152968594267,0.04914349930107414,0.08017735474939497,0.08003910952634048,0.08013476310265306,0.04946761659796378,0.014776787581564907,0.004596025440494087,0.011214975927676618,0.004210176588515492,0.028208516138420365,0.0882883068747369,0.10070859830136265,0.08751500158907431,0.059095410229644686,0.049770729922080946,0.03945075578621343,0.4828053035589739,0.054762568420867345,0.04946761659796378,0.014655398890147024,0.025294727863306218,0.021970244200320253,0.01699840138738909,0.0031018132239137046,0.10175099132600311,0.09210131562997528,0.10175099132600311,0.08166215968307752,0.04914349930107414,0.08017735474939497,0.16050265942142458,0.08814900233522677,0.007687284561833282,0.002208569074435255
ppg_infra_iqr,0.03909449947310572,0.9501398517033212,0.8663294207611197,0.8862843766333285,0.8939299572697665,0.05235293729774565,0.0,0.9968106686244181,0.11845310614501668,0.02694072170747611,0.05742771588099857,0.8931413301969285,0.9241313746836258,0.8932042709723105,0.9500808137056637,0.9283998512318413,0.1861321021012245,0.8809827231579278,0.9235420273204031,0.9526086613107968,0.9565712944206674,0.9242880593941315,0.8934291562802297,0.9645126141575963,0.9348180553118546,0.9017299890559215,0.01262859359817942,0.978012053777691,0.9500808137056637,0.10297736482014988,0.0035277074428679443,0.04195933811706438,0.004400884440838258,0.17444763248269035,0.7837056980199975,0.6897088065465844,0.7837056980199975,0.8830984659265924,0.05742771588099857,0.8931413301969285,0.023899667850683894,0.8530879538619321,0.27302425693879323,0.3640318734328181
ppg_infra_mad,0.04026205300979028,0.9487639995826112,0.8644946316747613,0.8859363358393446,0.8928194595933397,0.05122179114423768,0.9968106686244181,0.0,0.12104016955327879,0.02607551349839656,0.05781295563076094,0.8923000818713339,0.9237181452891834,0.8923572719364414,0.9486885834755971,0.9262788487036898,0.1847208927173104,0.8795205744076207,0.9222668534660826,0.9511567066949606,0.9554690444539364,0.9232216131731962,0.8930265926833514,0.9632236697496038,0.933635332169158,0.9007897564742459,0.012133578868870289,0.9765432310510094,0.9486885834755971,0.10225857415703843,0.004057148768121272,0.041155564949172586,0.005126689184716318,0.1728975648605183,0.7810182797226668,0.6861585708310789,0.7810182797226668,0.8825814435084709,0.05781295563076094,0.8923000818713339,0.01772408774673118,0.8519014128074,0.2710150275224669,0.36248722886328116
ppg_infra_skew,0.14976493334055116,0.11483020387065225,0.008036501171359334,0.21278870297531335,0.10484925047279327,0.22276074813155022,0.11845310614501668,0.12104016955327879,0.0,0.12269856253552418,0.06562046246363952,0.10039119830676654,0.10405964929630052,0.10040589033771137,0.11473274476834348,0.09768672630271173,0.03217481059303706,0.00125400315852802,0.06399962047261587,0.1164776591981436,0.12847104480680335,0.17364244948211865,0.2164967060846796,0.12379378825861684,0.1212177330768195,0.11087228861263279,0.1745417372306661,0.12019381774309294,0.11473274476834348,0.051152220386817014,0.08950772086769208,0.09509290977287697,0.13888246079784194,0.03014901317755816,0.08205238073674861,0.06594209462943676,0.08205238073674861,0.10065129771700002,0.06562046246363952,0.10039119830676654,0.05796509484520881,0.10094519207757549,0.03900489767466988,0.03707870936791563
ppg_infra_kurtosis,0.021742239612856516,0.17105727196694326,0.2686232712195853,0.24226995258034353,0.260522796117994,0.022827152968594267,0.02694072170747611,0.02607551349839656,0.12269856253552418,0.0,0.01181044678617178,0.18371917419121397,0.11680387880071293,0.18388189329639823,0.17137648055619148,0.05981209913382897,0.13517055199452319,0.25642184915804006,0.15388700867754063,0.09021187331099699,0.08309978070863552,0.14478746936014353,0.2283984240091893,0.087526425922969,0.1510158465502357,0.2461621253557998,0.0006035144006586768,0.10830835166511447,0.17137648055619148,0.7722569707758619,0.7693424571938149,0.8740491934144679,0.7074600578237348,0.14293327135884273,0.08164488599991367,0.14085025129069326,0.08164488599991367,0.18068857823584403,0.01181044678617178,0.18371917419121397,0.016975828200074008,0.16767696759332354,0.631721515401498,0.5256401894226862
