feature,pca_energy_score
ppg_red_diff_mean_abs,0.20023571244679056
ppg_red_ddx_std,0.19758501845359386
ppg_red_mad,0.18991098692466885
ppg_red_ddx_mean,0.18396165626633618
ppg_red_ddx_kurtosis,0.1781474614508999
ppg_red_dx_kurtosis,0.17524818389146424
ppg_red_kurtosis,0.17230598755574555
ppg_red_diff_mean,0.17197033541715712
ppg_red_crest_factor,0.17092206888295905
ppg_red_signal_energy,0.17056001524912154
ppg_red_p10,0.16599383353026942
ppg_red_mean_cross_rate,0.1623142326775454
ppg_red_min,0.16211260086115636
ppg_red_zcr,0.160954536356361
ppg_red_trim_mean_10,0.16043815160423117
ppg_red_tke_std,0.15984021935760756
ppg_red_shape_factor,0.15972881498607602
ppg_red_mean,0.15749749609032823
ppg_red_median,0.15011058876159755
ppg_red_skew,0.13229521188871327
